# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master/amharic; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Amharic/KDBAMARA
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 2/12/2024 1:10 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,670+
# Copyright ©1999-2021 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 5 digits identification number, [A######]
#	Amharic: Amharic entry
#	AMIPA: Reading for Amharic (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	AMClass/ARClass: Amharic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [iso]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [iso]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	AMSubclass/ARSubclass: Amharic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	AMDomain/ARDomain: Amharic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Amharic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootAM: Amharic theoretical root
#	RootAR: Arabic root
#	Gloss: English meaning of the Amharic entry
# ================================================================================================
ID	Amharic	AMIPA	ARIPA	Arabic	AMClass	ARClass	AMSubclass	ARSubclass	AMDomain	ARDomain	Category	RootAM	RootAR	Gloss
A00774	ድርቅ	/dɨrɨkʼ/	/dirk/	دِرْك	N	N							درك	dearth, famine
A00775	ይዳስሳል	/jɨdasɨsal/	/jadʕisanna/	يَدْعِسَنَّ	VC	VC						ዳህሰሰ	دعس	to touch lightly, caress
A00776	ይዳስስ	/jɨdasɨs/	/jadʕas/	يَدْعَس	VI	VI						ዳህሰሰ	دعس	to touch lightly, caress
A00777	ዳሰሰ	/dasɛsɛ/	/daʕasa/	دَعَسَ	VP	VP						ዳህሰሰ	دعس	to touch lightly, caress
A00778	ዳሳሽ	/dasaʃ/	/daːʕis/	دَاعِس	P	P						ዳህሰሰ	دعس	to touch lightly, caress
A00779	ዳስሶ	/dasɨso/	/daʕsun/	دَعْسٌ	G	M						ዳህሰሰ	دعس	to touch lightly, caress
A00780	መድገም	/mɛdɨgɛm/	/madɣam/	مَدْغَم	I								دغم	repeat
A00781	ይደግማል	/jɨdɛgɨmaːl/	/jadɣimanna/	يَدْغِمَنَّ	VC	VC							دغم	repeat
A00782	ይደግም	/jɨdɛgɨm/	/jadaɣɣim/	يَدَغِّم	VI	VI							دغم	repeat
A00783	ደገመ	/dɛgɛmɛ/	/daɣama/	دَغَمَ	VP	VP							دغم	repeat
A00784	ደገ፟መ	/dɛggɛmɛ/	/daɣɣama/	دَغَّمَ	VP	VP							دغم	repeat
A00785	ደጋሚ	/dɛgam/	/daɣɣaːm/	دَغَّام	P	P							دغم	repeat
A00786	ደግሞ	/dɛgɨmo/	/daɣmun/	دَغْمٌ	G	M							دغم	repeat
A00787	ደግሞ	/dɛgɨmo/	/daɣmun/	دَغْمٌ	G	M							دغم	repeat
A00788	ድገም	/dɨgɛm/	/daɣɣim/	دَغِّم	VM	VM							دغم	repeat
A00789	መድፈር	/mɛdɨfɛr/	/madfar/	مَدْفَر	I								دفر	dare
A00790	ይደፍራል	/jɨdɛfɨraːl/	/jadfiranna/	يَدْفِرَنَّ	VC	VC							دفر	dare
A00791	ደፈረ	/dɛfɛrɛ/	/dafara/	دَفَرَ	VP	VP							دفر	dare
A00792	ደፈረ	/dɛfɛrɛ/	/dafara/	دَفَرَ	VP	VPcol [sd]							دفر	dare
A00793	ደፋሪ	/dɛfar/	/daffaːr/	دَفَّار	P	P							دفر	dare
A00794	ደፋሪ	/dɛfar/	/daffaːr/	دَفَّار	P	Pcol [sd]							دفر	dare
A00795	ደፍሮ	/dɛfɨro/	/dafrun/	دَفْرٌ	G	M							دفر	dare
A00796	መድፍ	/mɛdɨf/	/midfaʕ/	مِدْفَع	N	N	SNG	SNG	DMST	DMST			دفع	mortar, field gun
A00797	መዝፈቅ	/mɛzɨfɛkʼ/	/madfaq/	مَدْفَق	I								دفق	immerse
A00798	ዘፈቀ	/zɛfɛkʼɛ/	/dafaqa/	دَفَقَ	VP	VP							دفق	immerse
A00799	ዘፋቂ	/zɛfakʼ/	/daːfiq/	دَافِق	P	P							دفق	immerse
A00800	ዘፍቆ	/zɛfɨkʼo/	/dafqun/	دَفْقٌ	G	M							دفق	immerse
A00801	ይዘፍቃል	/jɨzɛfɨkʼal/	/jadfiqanna/	يَدْفِقَنَّ	VC	VC							دفق	immerse
A00802	ይዝፈቅ	/jɨzɨfɛkʼ/	/jadfaq/	يَدْفَق	VI	VI							دفق	immerse
A00803	ይደፋል	/jɨdɛfal/	/jadfiqanna/	يَدْفِقَنَّ	VC	VC						ደፋህ	دفق	spill, pour out
A00804	ይደፍቃል	/jɨdɛfɨkʼal/	/jadfiqanna/	يَدْفِقَنَّ	VC	VC							دفق	immerse
A00805	ይድፋ	/jɨdɨfa/	/jadfiq/	يَدْفِق	VI	VI						ደፋህ	دفق	spill, pour out
A00806	ደፊ	/dɛf/	/daːfiq/	دَافِق	P	P						ደፋህ	دفق	spill, pour out
A00807	ደፋ	/dɛfa/	/dafaqa/	دَفَقَ	VP	VP						ደፋህ	دفق	spill, pour out
A00808	ደፋቂ	/dɛfakʼi/	/daffaːq/	دَفَّاق	P	P							دفق	immerse
A00809	ደፍቆ	/dɛfɨkʼo/	/dafqun/	دَفْقٌ	G	M							دفق	immerse
A00810	ደፍቶ	/dɛfɨto/	/dafqun/	دَفْقٌ	G	M						ደፋህ	دفق	spill, pour out
A00811	መድፈን	/mɛdɨfɛn/	/madfan/	مَدْفَن	G	G							دفن	close up
A00812	መድፈን	/mɛdɨfɛn/	/madfan/	مَدْفَن	I								دفن	close up
A00813	ተደፈ፟ነ	/tɛdɛffɛnɛ/	/tadaffana/	تَدَفَّنَ	VP	VP							دفن	be closed up
A00814	ተደፋ፟ኝ	/tɛdɛffaɲ/	/daffaːn/	دَفَّان	P	P							دفن	be closed up
A00815	ተደፍኖ	/tɛdɛfɨno/	/tadaffunun/	تَدَفُّنٌ	G	M							دفن	be closed up
A00816	ይደ፟ፈ፟ን	/jɨddɛffɛn/	/jadaffin/	يَدَفِّن	VI	VI							دفن	be closed up
A00817	ይደፍናል	/jɨdɛfɨnal/	/jadfinanna/	يَدْفِنَنَّ	VC	VC							دفن	close up
A00818	ይደፍን	/jɨdɛfɨn/	/jadaffin/	يَدَفِّن	VI	VI							دفن	close up
A00819	ይድፈን	/jɨdɨfɛn/	/jadfin/	يَدْفِن	VI	VI							دفن	close up
A00820	ደፈነ	/dɛfɛnɛ/	/dafana/	دَفَنَ	VP	VP							دفن	close up
A00821	ደፈ፟ነ	/dɛffɛnɛ/	/daffana/	دَفَّنَ	VP	VP							دفن	close up
A00822	ደፋኝ	/dɛfaɲ/	/daffaːn/	دَفَّان	P	P							دفن	close up
A00823	ደፋኝ	/dɛfaɲ/	/daffaːn/	دَفَّان	P	P							دفن	close up
A00824	ደፍኖ	/dɛfɨno/	/dafnun/	دَفْنٌ	G	M							دفن	close up
A00825	ደፍኖ	/dɛfɨno/	/dafnun/	دَفْنٌ	G	M							دفن	close up
A00826	ዳፈን	/dafɛn/	/daːfan/	دَافَن	N	N							دفن	absence of clergyman from a service
A00827	ዳፍንት	/dafɨnɨt/	/dafn/	دَفْن	N	N							دفن	night blindness
A00828	ድፈን	/dɨfɛn/	/daffin/	دَفِّن	VM	VM							دفن	close up
A00829	መድቀቅ	/mɛdɨkʼɛkʼ/	/madqaq/	مَدْقَق	I								دقق	be fine, thin
A00830	ይደቃል	/jɨdɛkʼal/	/jadqiqanna/	يَدْقِقَنَّ	VC	VC							دقق	be fine, thin
A00831	ይድቀቅ	/jɨdɨkʼɛkʼ/	/jadqiq/	يَدْقِق	VI	VI							دقق	be fine, thin
A00832	ይድቃ	/jɨdɨkʼa/	/jadqiq/	يَدْقِق	VI	VI							دقق	beat the breast
A00833	ደቀቀ	/dɛkʼɛkʼɛ/	/daqaqa/	دَقَقَ	VP	VP							دقق	be fine, thin
A00834	ደቂቃ	/dɛkʼikʼa/	/daqiːqa/	دَقِيقَة	N	N	SNG	SNG					دقق	minute
A00835	ደቂቃ	/dɛkʼikʼa/	/daqiːqa/	دَقِيقَة	N	N							دقق	unit of time; 60 seconds
A00836	ደቃ	/dɛkʼa/	/daqaqa/	دَقَقَ	VP	VP							دقق	beat the breast
A00837	ደቃቅ	/dɛkʼakʼ/	/daqqaːq/	دَقَّاق	P	P							دقق	be fine, thin
A00838	ደቆ	/dɛkʼo/	/daqqun/	دَقٌّ	G	M							دقق	be fine, thin
A00839	ዱቄት	/dukʼet/	/daqiːq/	دَقِيق	N	N							دقق	flour
A00840	ዶቄት	/dokʼet/	/daqiːq/	دَقِيق	N	N			DMST	DMST			دقق	flour
A00841	ይደቅድቅ	/jɨdɛkʼɨdɨkʼ/	/jadakdik/	يَدَكْدِك	VI	VI							دكدك	pound, stamp
A00842	ደቀደቀ	/dɛkʼɛdɛkʼɛ/	/dakdaka/	دَكْدَكَ	VP	VP							دكدك	pound, stamp
A00843	ደቅዳቂ	/dɛkʼɨdakʼ/	/dakdaːk/	دَكْدَاك	P	P							دكدك	pound, stamp
A00844	ደቅድቆ	/dɛkʼɨdɨkʼo/	/dakdakatun/	دَكْدَكَةٌ	G	M							دكدك	pound, stamp
A00845	ደቃ	/dɛkʼa/	/dakka/	دَكَّ	VP	VP							دكك	beat the breast
A00846	ይደለድላል	/jɨdɛlɛdɨlaːl/	/jadaldilanna/	يَدَلْدِلَنَّ	VC	VC							دلدل	level
A00847	ደለደለ	/dɛlɛdɛlɛ/	/daldala/	دَلْدَلَ	VP	VP							دلدل	level
A00848	ይዶልዱል	/jɨdolɨdul/	/jadaldim/	يَدَلْدِم	VI	VIcol [sd]							دلدم	be blunt
A00849	ዱልዱም	/dulɨdum/	/duldum/	دُلْدُم	A	Acol [sd]							دلدم	unsharpened, not bright
A00850	ዶለዶመ	/dolɛdomɛ/	/daldama/	دَلْدَمَ	VP	VPcol [sd]							دلدم	be blunt
A00851	ዶልዷማ	/dolɨdoamaː/	/dulduma/	دُلْدُمَة	A	Acol [sd]							دلدم	unsharpened, not bright
A00852	መደለል	/mɛdɛlɛl/	/madlal/	مَدْلَل	I							ደለ፟ለ	دلل	cajole, entice
A00853	ይደልላል	/jɨdɛlɨlaːl/	/jadlilanna/	يَدْلِلَنَّ	VC	VC						ደለ፟ለ	دلل	cajole, entice
A00854	ይደልል	/jɨdɛlɨl/	/jadlil/	يَدْلِل	VI	VI						ደለ፟ለ	دلل	cajole, entice
A00855	ደለለ	/dɛlɛlɛ/	/dallala/	دَلَّلَ	VP	VP						ደለ፟ለ	دلل	cajole, entice
A00856	ደላላ	/dɛlaːlaː/	/dallaːl/	دَلَّال	P	P						ደለ፟ለ	دلل	cajole, entice
A00857	ደላላ	/dɛlaːlaː/	/dilaːla/	دِلَالة	N	N							دلل	go-between, agent, dealer
A00858	ደልሎ	/dɛlɨlo/	/dallun/	دَلٌّ	G	M						ደለ፟ለ	دلل	cajole, entice
A00859	መደመር	/mɛdɛmɛr/	/madmar/	مَدْمَر	I							ደመ፟ረ	دمر	add up
A00860	ይደምራል	/jɨdɛmɨraːl/	/jadmiranna/	يَدْمِرَنَّ	VC	VC						ደመ፟ረ	دمر	add up
A00861	ይደምር	/jɨdɛmɨr/	/jadmar/	يَدْمَر	VI	VI						ደመ፟ረ	دمر	add up
A00862	ደመረ	/dɛmɛrɛ/	/damara/	دَمَرَ	VP	VP						ደመ፟ረ	دمر	add up
A00863	ደማሪ	/dɛmaːr/	/daːmir/	دَامِر	P	P						ደመ፟ረ	دمر	add up
A00864	ደምሮ	/dɛmɨro/	/damrun/	دَمْرٌ	G	M						ደመ፟ረ	دمر	add up
A00865	ድመራ	/dɨmɛraː/	/daːmra/	دَامْرَة	N	Ncol [sd]	SNG	SNG					دمر	totaling
A00866	መድማት	/mɛdɨmaːt/	/madmaʕ/	مَدْمَع	G	G							دمع	bleed
A00867	መድማት	/mɛdɨmaːt/	/madmaʕ/	مَدْمَع	I							ደማህ	دمع	bleed
A00868	ይደማ	/jɨdɛmaː/	/jadammiʕ/	يَدَمِّع	VI	VI							دمع	bleed  
A00869	ይደማል	/jɨdɛmaːl/	/jadmaʕanna/	يَدْمَعَنَّ	VC	VC						ደማህ	دمع	bleed
A00870	ይድማ	/jɨdɨmaː/	/jadmiʕ/	يَدْمِع	VI	VI							دمع	bleed
A00871	ደሚ	/dɛmi/	/daːmiʕ/	دَامِع	P	P						ደማህ	دمع	bleed
A00872	ደማ	/dɛmaː/	/damaʕa/	دَمَعَ	VP	VP							دمع	bleed
A00873	ደማ፟	/dɛmmaː/	/dammaʕa/	دَمَّعَ	VP	VP							دمع	bleed  
A00874	ደምቶ	/dɛmɨto/	/damʕatun/	دَمْعَةٌ	G	M							دمع	bleed
A00875	ደምቶ	/dɛmɨto/	/damʕun/	دَمْعٌ	G	M							دمع	bleed
A00876	መደመን	/mɛdɛmɛn/	/madman/	مَدْمَن	I							ደመ፟ነ	دمن	be cloudy
A00877	ይደምን	/jɨdɛmɨn/	/jadmin/	يَدْمِن	VI	VI							دمن	be cloudy
A00878	ደመነ	/dɛmɛnɛ/	/damana/	دَمَنَ	VP	VP							دمن	be cloudy
A00879	ደመና	/dɛmɛna/	/dimna/	دِمْنَة	N	N							دمن	cloud
A00880	ደም	/dɛm/	/dam/	دَم	N	N			ANAT	ANAT			دمي	blood
A00881	መዳስ	/mɛdas/	/madhas/	مَدْهَس	G	G						ዳህሰ	دهس	put up tent, crush
A00882	መዳስ	/mɛdas/	/madhas/	مَدْهَس	I							ዳህሰ	دهس	put up tent, crush
A00883	ይዳስ	/jɨdas/	/jadhas/	يَدْهَس	VI	VI						ዳህሰ	دهس	put up tent, crush
A00884	ይድሳል	/jɨdɨsal/	/jadhisanna/	يَدْهِسَنَّ	VC	VC						ዳህሰ	دهس	put up tent, crush
A00885	ዳሰ	/dasɛ/	/daːsa/	دَاسَ	VP	VP						ዳህሰ	دهس	put up tent, crush
A00886	ዳሰ	/dasɛ/	/dahasa/	دَهَسَ	VP	VP						ዳህሰ	دهس	put up tent, crush
A00887	ዳሺ	/daʃ/	/daːhis/	دَاهِس	P	P						ዳህሰ	دهس	put up tent, crush
A00888	ድሶ	/dɨso/	/dahsun/	دَهْسٌ	G	M						ዳህሰ	دهس	put up tent, crush
A00889	ድሶ	/dɨso/	/dahsun/	دَهْسٌ	G	M						ዳህሰ	دهس	put up tent, crush
A00890	ድኅነት	/dɨħɨnɛt/	/dihna/	دِهْنَة	N	N							دهن	destitution, indigence, want, need
A00891	መደወር	/mɛdɛwɛr/	/maduːar/	مَدْوَر	I							*ደወረ	دور	wind (on spool)
A00892	አደወረ	/ʔɛdɛwɛrɛ/	/dawara/	دَوَرَ	VP	VP						*ደወረ	دور	wind (on spool)
A00893	ዙሮ	/zuro/	/dawrun/	دَوْرٌ	G	M							دور	revolve
A00894	ዞረ	/zorɛ/	/dawuːara/	دَوَّرَ	VP	VP							دور	revolve
A00895	ዟሪ	/zoar/	/dawwaːr/	دَوَّار	P	P							دور	revolve
A00896	ይዞር	/jɨzor/	/jadawwir/	يَدَوِّر	VI	VI							دور	revolve
A00897	ይደውራል	/jɨdɛwɨraːl/	/jaduːranna/	يَدُورَنَّ	VC	VC						*ደወረ	دور	wind (on spool)
A00898	ይደውር	/jɨdɛwɨr/	/jaduːr/	يَدُور	VI	VI						*ደወረ	دور	wind (on spool)
A00899	ደዋሪ	/dɛwar/	/dawwaːr/	دَوَّار	P	P						*ደወረ	دور	wind (on spool)
A00900	ደውሮ	/dɛwɨro/	/dawrun/	دَوْرٌ	G	M						*ደወረ	دور	wind (on spool)
A00901	መዳሰስ	/mɛdasɛs/	/madaːs/	مَدَاس	I							ዳህሰሰ	دوس	to touch lightly, caress
A00902	ይዳስሳል	/jɨdasɨsal/	/jaduːsanna/	يَدُوسَنَّ	VC	VC						ዳህሰሰ	دوس	to touch lightly, caress
A00903	ይዳስስ	/jɨdasɨs/	/jaduːs/	يَدُوس	VI	VI						ዳህሰሰ	دوس	to touch lightly, caress
A00904	ዳሰሰ	/dasɛsɛ/	/daːsa/	دَاسَ	VP	VP						ዳህሰሰ	دوس	to touch lightly, caress
A00905	ዳሳሽ	/dasaʃ/	/daːʔis/	دَائِس	P	P						ዳህሰሰ	دوس	to touch lightly, caress
A00906	ዳስሶ	/dasɨso/	/dausun/	دَوْسٌ	G	M						ዳህሰሰ	دوس	to touch lightly, caress
A00907	ይደውላል	/jɨdɛwɨlaːl/	/jaduːlanna/	يَدُولَنَّ	VC	VC						ደወ፟ለ	دول	ring
A00908	ይደውል	/jɨdɛwɨl/	/jaduːil/	يَدْوِل	VI	VI							دول	ring
A00909	ይዶልታል	/jɨdolɨtal/	/jaduːlanna/	يَدُولَنَّ	VC	VC						ዶለ፟ተ	دول	scheme, plot
A00910	ደወለ	/dɛwɛlɛ/	/dawala/	دَوَلَ	VP	VP							دول	ring
A00911	ደውሎ	/dɛwɨlo/	/dawlun/	دَوْلٌ	G	M						ደወ፟ለ	دول	ring
A00912	ድወላ	/dɨwɛlaː/	/dawla/	دَوْلَة	N	N							دول	ringing
A00913	ዶለተ	/dolɛtɛ/	/dawla/	دَوْلَة	N	N	SNG	SNG				ዶለ፟ተ	دول	scheme, plot
A00914	ዶልቶ	/dolɨto/	/dawlatun/	دَوْلَةٌ	G	M						ዶለ፟ተ	دول	scheme, plot
A00915	ዶመ	/domɛ/	/dawuːama/	دَوَّمَ	VP	VP							دوم	be dull, blunt
A00916	ይዳኛል	/jɨdaɲal/	/jadiːnanna/	يَدِينَنَّ	VC	VC						ዳህኘ፟ህ	دين	arbitrate, judge
A00917	ይዳኝ	/jɨdaɲ/	/jadiːn/	يَدِين	VI	VI							دين	arbitrate, judge
A00918	ዳነ	/danɛ/	/daːna/	دَانَ	VP	VP							دين	heal, recover
A00919	ዳኘ	/daɲɛ/	/daːna/	دَانَ	VP	VP							دين	arbitrate, judge
A00920	ዳኚ	/daɲ/	/daːʔin/	دَائِن	P	P						ዳህኘ፟ህ	دين	arbitrate, judge
A00921	ዳኝቶ	/daɲɨto/	/idaʔnatun/	إدَأنَةٌ	G	M						ዳህኘ፟ህ	دين	arbitrate, judge
A00922	መዘከር	/mɛzɛkɛr/	/maðkar/	مَذْكَر	G	G							ذكر	commemorate
A00923	መዘከር	/mɛzɛkɛr/	/maðkar/	مَذْكَر	I							ዘከ፟ረ	ذكر	commemorate
A00924	ተዘካሪ	/tɛzɛkar/	/tiðkaːr/	تِذْكَار	N	N							ذكر	charity, donor
A00925	ተዝካር	/tɛzɨkar/	/tiðkaːr/	تِذْكَار	N	N							ذكر	commemorative banquet for the deceased
A00926	ተዝካር	/tɛzɨkar/	/tiðkaːr/	تِذْكَار	N	N							ذكر	feast in remembering of a dead relative
A00927	ዘክሮ	/zɛkɨro/	/ðikrun/	ذِكْرٌ	G	M							ذكر	commemorate
A00928	ዝክር	/zɨkɨr/	/ðikr/	ذِكْر	N	N			RLGN	RLGN			ذكر	commemoration with a banquet in religious occasion
A00929	ደይን	/dɛjɨn/	/ðihn/	ذِهْن	N	N							ذهن	decision; determination; discernment
A00930	ጠራራ	/tˤɛraːraː/	/taraːra/	تَرارا	N	N							رأرأ	midday, noon, blazing sun
A00931	ራስ	/raːs/	/raʔs/	رَأْس	N	N			ANAT	ANAT			رأس	head
A00932	ርእስ	/rɨʔɨs/	/raʔiːs/	رَئِيس	N	N							رأس	topic, heading (headline)
A00933	ራዕይ	/raːʕɨj/	/raʔi/	رَأي	N	N	SNG	SNG					رأي	mental picture, idea, revelation (as in the Bible)
A00934	ርእዮተ	/rɨʔɨjotɛ/	/raʔi/	رَأْي	N	N	SNG	SNG					رأي	philosophy, belief, ideology
A00935	አብራሪ	/ʔɛbɨraːr/	/ʔrbaːb/	أرْبَاب	N	N							ربب	pilot
A00936	መረብረብ	/mɛrɛbɨrɛb/	/marabrab/	مَرَبْرَب	I								ربرب	pile up
A00937	ረበረበ	/rɛbɛrɛbɛ/	/rabraba/	رَبْرَبَ	VP	VP							ربرب	pile up
A00938	ረብራቢ	/rɛbɨraːb/	/rabraːb/	رَبْرَاب	P	P							ربرب	pile up
A00939	ረብርቦ	/rɛbɨrɨbo/	/rabrabatun/	رَبْرَبَةٌ	G	M							ربرب	pile up
A00940	ይረበርባል	/jɨrɛbɛrɨbal/	/jarabribanna/	يَرَبْرِبَنَّ	VC	VC							ربرب	pile up
A00941	ይረብርብ	/jɨrɛbɨrɨb/	/jarabrib/	يَرَبْرِب	VI	VI							ربرب	pile up
A00942	መረበሽ	/mɛrɛbɛʃ/	/marbaʃ/	مَرْبَش	I							ረበ፟ሸ	ربش	disturb
A00943	ረበሸ	/rɛbɛʃɛ/	/rabaʃa/	رَبَشَ	VP	VP						ረበ፟ሸ	ربش	disturb
A00944	ረባሽ	/rɛbaʃ/	/rabbaːʃ/	رَبَّاش	P	P						ረበ፟ሸ	ربش	disturb
A00945	ረብሻ	/rɛbɨʃa/	/rabʃa/	رَبْشة	N	N	SNG	SNG				ረበ፟ሸ	ربش	insurrection, clash
A00946	ረብሾ	/rɛbɨʃo/	/rabʃun/	رَبْشٌ	G	M						ረበ፟ሸ	ربش	disturb
A00947	ይረብሻል	/jɨrɛbɨʃal/	/jarbiʃanna/	يَرْبِشَنَّ	VC	VC						ረበ፟ሸ	ربش	disturb
A00948	ይረብሽ	/jɨrɛbɨʃ/	/jarbiʃ/	يَرْبِش	VI	VI						ረበ፟ሸ	ربش	disturb
A00949	መረባ	/mɛrɛba/	/murabbaʕ/	مُرَبَّع	A	A			NUMB	NUMB			ربع	quadrangle
A00950	ረቡዕ	/rɛbuʕ/	/ʔrbiʕaːʔ/	أرْبِعاء	N	N			DATE	DATE			ربع	wednesday
A00951	ሩብ	/rub/	/rubʕ/	رُبْع	A	A			NUMB	NUMB			ربع	one-fourth, trimester, quadrisect
A00952	ራብዕ	/raːbɨʕ/	/raːbiʕ/	رَابِع	N	N			NUMB	NUMB			ربع	fourth form in the Amharic vowel system
A00953	እርቦ	/ʔɨrɨbo/	/rubʕ/	رُبْع	N	N			NUMB	NUMB			ربع	1, 4th (one fourth) crop or harvest of land paid to landlord
A00954	መርባት	/mɛrɨbat/	/marbaw/	مَرْبَو	I							ረባህ	ربو	be useful
A00955	ረቢ	/rɛb/	/raːb/	رَاب	P	P						ረባህ	ربو	be useful
A00956	ረባ	/rɛba/	/raba/	رَبا	VP	VP							ربو	be useful
A00957	ረብ	/rɛb/	/riba/	رِبا	N	N				RLGN			ربو	achieved advantage (benefit)
A00958	ይርባ	/jɨrɨba/	/jarba/	يَرْبا	VI	VI							ربو	be useful
A00959	መራቢያ	/mɛraːbija/	/marbaː/	مَرْبى	N	N							ربي	reproduction place
A00960	መርቢያ	/mɛrɨbija/	/marbaː/	مَرْبَى	N	N							ربي	location for reproduction of livestock
A00961	ማራቢያ	/maːraːbija/	/marbaː/	مَرْبى	N	N							ربي	place where reproduction (of livestock) is going on
A00962	ርባታ	/rɨbata/	/ribaːja/	رِبَايَة	N	N							ربي	raising livestock, conjugation (grammatical)
A00963	አርቢ	/ʔɛrɨbi/	/ʔrbi/	أرْبِ	N	N							ربي	livestock (cattle, sheep, pigs, etc.) raiser
A00964	ይረባል	/jɨrɛbal/	/jarbiːanna/	يَرْبِيَنَّ	VC	VC						ረባህ	ربي	be useful
A00965	እርጥባን	/ʔɨrɨtˤɨban/	/raːtib/	رَاتِب	N	N			DMST	DMST			رتب	offering (usually of cash money) as donation
A00966	ርቱዕ	/rɨtuʕ/	/rituʕ/	رِتُع	N	N							رتع	(when used with አንደበተ-), eloquent, articulate, expressive
A00967	ርችት	/rɨtʃɨt/	/radʒdʒa/	رَجَّة	N	N							رجج	firecracker
A00968	መርጋት	/mɛrɨgat/	/mardʒaħ/	مَرْجَح	I							ረጋህ	رجح	settle down, coagulate
A00969	ረጊ	/rɛg/	/raːdʒiħ/	رَاجِح	P	P						ረጋህ	رجح	settle down, coagulate
A00970	ረጋ	/rɛga/	/radʒaħa/	رَجَحَ	VP	VP						ረጋህ	رجح	settle down, coagulate
A00971	ረግቶ	/rɛgɨto/	/radʒħun/	رَجْحٌ	G	M						ረጋህ	رجح	settle down, coagulate
A00972	ይረጋል	/jɨrɛgal/	/jardʒiħanna/	يَرْجِحَنَّ	VC	VC						ረጋህ	رجح	settle down, coagulate
A00973	ይርጋ	/jɨrɨga/	/jardʒaħ/	يَرْجَح	VI	VI						ረጋህ	رجح	settle down, coagulate
A00974	መረጃ	/mɛrɛdʒa/	/mardʒaʕ/	مَرْجَع	N	N	SNG	SNG					رجع	information
A00975	መርገም	/mɛrɨgɛm/	/mardʒam/	مَرْجَم	I								رجم	curse
A00976	ረዥም	/rɛʒɨm/	/raːdʒim/	رَاجِم	P	P							رجم	be long, tall
A00977	ረጅም	/rɛdʒɨm/	/radʒm/	رَجْم	N	N				RLGN	SSH		رجم	long
A00978	ረገመ	/rɛgɛmɛ/	/radʒama/	رَجَمَ	VP	VP							رجم	curse
A00979	ረጋሚ	/rɛgam/	/radʒdʒaːm/	رَجَّام	P	P							رجم	curse
A00980	ረግሞ	/rɛgɨmo/	/radʒmun/	رَجْمٌ	G	M							رجم	curse
A00981	ይረዝማል	/jɨrɛzɨmaːl/	/jardʒimanna/	يَرْجِمَنَّ	VC	VC							رجم	be long, tall
A00982	ይረገማል	/jɨrɛgɛmaːl/	/jardʒimanna/	يَرْجِمَنَّ	VC	VC							رجم	curse
A00983	ይርገም	/jɨrɨgɛm/	/jardʒum/	يَرْجُم	VI	VI							رجم	curse
A00984	መሀሪ	/mɛhɛr/	/rahhaːm/	رَحَّام	P	P						ማህረ	رحم	have mercy, forgive
A00985	ማረ	/maːrɛ/	/rahama/	رَحَمَ	VP	VP						ማህረ	رحم	have mercy, forgive
