# Kalmasoft Databases
# Database of Muslim Names
# References: www.kalmasoft.com/KLEX/dbmuslm.htm, www.kalmasoft.com/KLEX/dbvarom.htm
# Created: 20 Apr 2019
# Updated: 13 Jun 2026
# Version: 1.0
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,000,000+
# Countries covered: 40
# Copyright 1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
#=========================================
# Attributes:
#	ID: Reference number
#	Roman: Roman transcription
#	Gender: M: male
#		F: female
#		U: unisex
#	Type: type of name
#		F: first/given name
#		L: last/surname, last name
#		A: last name, Aptonym, Professional Nisba i.e. occupation or profession related
#		C: last name, Tribal Nisba i.e. clan related
#		D: last name, Geographic Nisba i.e. place related
#		M: middle name
#		P: last name, Patronym, Nasab i.e. true or legendary lineage
#		T: last name, Teknonym, Kunya i.e. paternal or maternal related
#	Origin: Spelling inferred potential ethnic origin
#		NAR: Native Arabic
#		QAS: Quasi-Arabic
#		ASN: Asian
#		AFR: African
#		AMZ: Amazigh
#		PER: Persian
#		TUR: Turkish
#	Locale: prevalent spelling geographies, ISO3166 Alpha3 three-Letter country code
#	Reference: reference to the original name in native script
#=========================================
# A. General notes:
# (1) This database is compiled from Arabic names prospective since Muslim names are closely related to Arabic names.
# (2) The vocalized form is the most correct prununciation according to the corresponding region where used.
# (3) Names in Perso-Arabic script (Afghanistan, Iran, Pakistan, and Tajikstan) have no vocalized version since short vaowels are rarely used in writing.
# (4) Surnames are detailed further to P, B, C, K, and N, all may be considered surnames.
# (5) True orthographic variants (mainly space added) were kept to minimum.
#=========================================
# B. Notes on Arabic name types:
# (1) Non-Arabic Nisba component does not affect Arab name (eg. Ait Mehdi) is Arabic.
# (2) Non-Arabic Nasab component does not affect Arab name (eg. Qasbaji, Fikriyan) are Arabic.
# (3) Multi-origin names should take the classification of the longest componen (eg. Basmajiyan) has 3 different origin components but is Arabic.
# (7) Quasi-Arab are those orignialy Arabic mixed with non-Arabic content (eg. Ait Hasan).
# (8) Old non-Arab biblical names (eg. Ibrahim, Yusif) considered Arabic.
#=======================Sample==========================
ID	Roman	Gender	Type	Transcript	Origin	Locale	Reference
M000423	Diler	M	F	EN	TUR	TUR	
M000424	Dilhan	M	F	EN	TUR	TUR	
M000425	Dilruba	F	F	EN	TUR	TUR	
M000426	Dinçer	M	F	EN	TUR	TUR	
M000427	Doga	F	F	EN	TUR	TUR	
M000428	Dogramaci	M	F	EN	TUR	TUR	
M000429	Doruk	M	F	EN	TUR	TUR	
M000430	Dursun	M	F	EN	TUR	TUR	
M000431	Durukan	M	F	EN	TUR	TUR	
M000432	Durul	M	F	EN	TUR	TUR	
M000433	Duyal	M	F	EN	TUR	TUR	
M000434	Duygu	M	F	EN	TUR	TUR	
M000435	Dâvûd	M	F	EN	TUR	TUR	
M000436	Döndü	M	F	EN	TUR	TUR	
M000437	Dünya	F	F	EN	TUR	TUR	دنيا
M000438	Dürdane	M	F	EN	TUR	TUR	
M000439	Ebru	M	F	EN	TUR	TUR	
M000440	Ebûssüûd	M	F	EN	TUR	TUR	أبو السعود
M000441	Ecevit	M	F	EN	TUR	TUR	
M000442	Edebali	M	F	EN	TUR	TUR	
M000443	Edip	M	F	EN	TUR	TUR	أديب
M000444	Efecan	M	F	EN	TUR	TUR	إفيجان
M000445	Egemen	M	F	EN	TUR	TUR	
M000446	Ejder	M	F	EN	TUR	TUR	
M000447	Ekber	M	F	EN	TUR	TUR	أكبر
M000448	Ekin	M	F	EN	TUR	TUR	
M000449	Ekmel	M	F	EN	TUR	TUR	أكمل
M000450	Ekrem	M	F	EN	TUR	TUR	أكرم
M000451	Elif	M	F	EN	TUR	TUR	إيلف
M000452	Elmas	M	F	EN	TUR	TUR	
M000453	Elvan	M	F	EN	TUR	TUR	ألوان
M000454	Elçin	M	F	EN	TUR	TUR	
M000455	Emel	M	F	EN	TUR	TUR	أمل
M000456	Emin	M	F	EN	TUR	TUR	أمين
M000457	Emine	F	F	EN	TUR	TUR	أمينة
M000458	Emir	M	F	EN	TUR	TUR	أمير
M000459	Emrah	M	F	EN	TUR	TUR	
M000460	Emre	M	F	EN	TUR	TUR	
M000461	Ender	M	F	EN	TUR	TUR	
M000462	Engin	M	F	EN	TUR	TUR	
M000463	Enis	M	F	EN	TUR	TUR	أنيس
M000464	Enise	F	F	EN	TUR	TUR	أنيسة
M000465	Enver	M	F	EN	TUR	TUR	أنور
M000466	Erbakan	M	F	EN	TUR	TUR	
M000467	Ercan	M	F	EN	TUR	TUR	
M000468	Ercüment	M	F	EN	TUR	TUR	
M000469	Erdal	M	F	EN	TUR	TUR	
M000470	Erdem	M	F	EN	TUR	TUR	
M000471	Erden	M	F	EN	TUR	TUR	
M000472	Erdinç	M	F	EN	TUR	TUR	
M000473	Erem	M	F	EN	TUR	TUR	
M000474	Eren	M	F	EN	TUR	TUR	
M000475	Erenay	M	F	EN	TUR	TUR	
M000476	Erez	M	F	EN	TUR	TUR	
M000477	Ergin	M	F	EN	TUR	TUR	
M000478	Ergün	M	F	EN	TUR	TUR	
M000479	Erhan	M	F	EN	TUR	TUR	
M000480	Erim	M	F	EN	TUR	TUR	إرم
M000481	Erkan	M	F	EN	TUR	TUR	
M000482	Erkin	M	F	EN	TUR	TUR	
M000483	Erman	M	F	EN	TUR	TUR	عرمان
M000484	Ersin	M	F	EN	TUR	TUR	
M000485	Ertan	M	F	EN	TUR	TUR	
M000486	Ertaç	M	F	EN	TUR	TUR	
M000487	Ertegun	M	F	EN	TUR	TUR	
M000488	Ertem	M	F	EN	TUR	TUR	
M000489	Erten	M	F	EN	TUR	TUR	
M000490	Ertugrul	M	F	EN	TUR	TUR	
M000491	Esad	M	F	EN	TUR	TUR	إسعاد
M000492	Esel	M	F	EN	TUR	TUR	أصيل
M000493	Esen	M	F	EN	TUR	TUR	
M000494	Eser	M	F	EN	TUR	TUR	
M000495	Esin	M	F	EN	TUR	TUR	
M000496	Eski	M	F	EN	TUR	TUR	
M000497	Esma	F	F	EN	TUR	TUR	أسماء
M000498	Esmeray	M	F	EN	TUR	TUR	
M000499	Esra	F	F	EN	TUR	TUR	إسراء
M000500	Esrin	M	F	EN	TUR	TUR	
M000501	Ethem	M	F	EN	TUR	TUR	عظيم
M000502	Etkin	M	F	EN	TUR	TUR	
M000503	Etugrul	M	F	EN	TUR	TUR	
M000504	Evliyâ	M	F	EN	TUR	TUR	أولياء
M000505	Evren	M	F	EN	TUR	TUR	
M000506	Evrim	M	F	EN	TUR	TUR	
M000507	Eyice	F	F	EN	TUR	TUR	عائشة
M000508	Eyüp	M	F	EN	TUR	TUR	أيوب
M000509	Ezerhan	M	F	EN	TUR	TUR	
M000510	Ezhan	M	F	EN	TUR	TUR	
M000511	Fadik	M	F	EN	TUR	TUR	فدك
M000512	Fadime	F	F	EN	TUR	TUR	فاطمة
M000513	Fahrettin	M	F	EN	TUR	TUR	فخر الدين
M000514	Fahri	M	F	EN	TUR	TUR	فخري
M000515	Fahriye	F	F	EN	TUR	TUR	فخرية
M000516	Fahrünissa	F	F	EN	TUR	TUR	فخر النساء
M000517	Faik	M	F	EN	TUR	TUR	فائق
M000518	Fakir	M	F	EN	TUR	TUR	فقير
M000519	Faruk	M	F	EN	TUR	TUR	فاروق
M000520	Fatih	M	F	EN	TUR	TUR	فاتح
M000521	Fatin	M	F	EN	TUR	TUR	فاتن
M000522	Fatma	F	F	EN	TUR	TUR	فاطمة
M000523	Fazil	M	F	EN	TUR	TUR	فاضل
M000524	Fazilet	F	F	EN	TUR	TUR	فضيلة
M000525	Fehim	M	F	EN	TUR	TUR	فهيم
M000526	Fehime	F	F	EN	TUR	TUR	فهيمة
M000527	Fehmi	M	F	EN	TUR	TUR	فهمي
M000528	Fem	M	F	EN	TUR	TUR	
M000529	Ferah	M	F	EN	TUR	TUR	فرح
M000530	Feray	M	F	EN	TUR	TUR	
M000531	Ferda	F	F	EN	TUR	TUR	
M000532	Ferdi	M	F	EN	TUR	TUR	
M000533	Ferhan	M	F	EN	TUR	TUR	فرحان
M000534	Ferhat	M	F	EN	TUR	TUR	فرحات
M000535	Ferid	M	F	EN	TUR	TUR	فريد
M000536	Feride	F	F	EN	TUR	TUR	فريدة
M000537	Feriha	F	F	EN	TUR	TUR	فريحة
M000538	Ferit	M	F	EN	TUR	TUR	فريد
M000539	Feroz	M	F	EN	TUR	TUR	فيروز
M000540	Ferruh	M	F	EN	TUR	TUR	
M000541	Feryal	M	F	EN	TUR	TUR	فيريال
M000542	Fethi	M	F	EN	TUR	TUR	فتحي
M000543	Fevzi	M	F	EN	TUR	TUR	فوزي
M000544	Feyza	F	F	EN	TUR	TUR	فايزة
M000545	Feza	F	F	EN	TUR	TUR	
M000546	Fidan	M	F	EN	TUR	TUR	
M000547	Figen	M	F	EN	TUR	TUR	
M000548	Fikret	M	F	EN	TUR	TUR	فكرت
M000549	Fikri	M	F	EN	TUR	TUR	فكري
M000550	Fikriye	F	F	EN	TUR	TUR	فكرية
M000551	Firdevs	M	F	EN	TUR	TUR	فردوس
M000552	Fitnat	M	F	EN	TUR	TUR	فتنات
M000553	Fruzin	M	F	EN	TUR	TUR	
M000554	Fuad	M	F	EN	TUR	TUR	فؤاد
M000555	Fuat	M	F	EN	TUR	TUR	فؤاد
M000556	Fuldem	M	F	EN	TUR	TUR	
M000557	Fulden	M	F	EN	TUR	TUR	
M000558	Fulin	M	F	EN	TUR	TUR	
M000559	Fulya	F	F	EN	TUR	TUR	
M000560	Funda	F	F	EN	TUR	TUR	
M000561	Fusan	M	F	EN	TUR	TUR	
M000562	Fügen	M	F	EN	TUR	TUR	
M000563	Füsun	M	F	EN	TUR	TUR	
M000564	Galip	M	F	EN	TUR	TUR	غالب
M000565	Gamze	M	F	EN	TUR	TUR	
M000566	Gani	M	F	EN	TUR	TUR	غني
M000567	Garip	M	F	EN	TUR	TUR	غريب
M000568	Gazi	M	F	EN	TUR	TUR	غازي
M000569	Gedik	M	F	EN	TUR	TUR	
M000570	Gelik	M	F	EN	TUR	TUR	
M000571	Genco	M	F	EN	TUR	TUR	
M000572	Giray	M	F	EN	TUR	TUR	
M000573	Gizem	M	F	EN	TUR	TUR	
M000574	Gonca	F	F	EN	TUR	TUR	
M000575	Goyman	M	F	EN	TUR	TUR	
M000576	Gulsevin	M	F	EN	TUR	TUR	
M000577	Gurcan	M	F	EN	TUR	TUR	
M000578	Gurânî	M	F	EN	TUR	TUR	قرني
M000579	Gâwân	M	F	EN	TUR	TUR	
M000580	Gâzi	M	F	EN	TUR	TUR	غازي
M000581	Gökalp	M	F	EN	TUR	TUR	
M000582	Gökay	M	F	EN	TUR	TUR	
M000583	Gökben	M	F	EN	TUR	TUR	
M000584	Gökberk	M	F	EN	TUR	TUR	
M000585	Gökcan	M	F	EN	TUR	TUR	
M000586	Göker	M	F	EN	TUR	TUR	
M000587	Gökhan	M	F	EN	TUR	TUR	
M000588	Gökhun	M	F	EN	TUR	TUR	
M000589	Göksel	M	F	EN	TUR	TUR	
M000590	Göktu	M	F	EN	TUR	TUR	
M000591	Göktürk	M	F	EN	TUR	TUR	
M000592	Gökçe	M	F	EN	TUR	TUR	
M000593	Gönül	M	F	EN	TUR	TUR	
M000594	Göyünc	M	F	EN	TUR	TUR	
M000595	Gözde	M	F	EN	TUR	TUR	
M000596	Göçek	M	F	EN	TUR	TUR	
M000597	Güher	M	F	EN	TUR	TUR	
M000598	Gülbahar	M	F	EN	TUR	TUR	
M000599	Gülben	M	F	EN	TUR	TUR	
M000600	Güldem	M	F	EN	TUR	TUR	
M000601	Gülden	M	F	EN	TUR	TUR	
M000602	Güldeste	M	F	EN	TUR	TUR	
M000603	Gülen	M	F	EN	TUR	TUR	
M000604	Güler	M	F	EN	TUR	TUR	
M000605	Gülfem	M	F	EN	TUR	TUR	
M000606	Gülgün	M	F	EN	TUR	TUR	
M000607	Gülhan	M	F	EN	TUR	TUR	
M000608	Gülistan	M	F	EN	TUR	TUR	
M000609	Gülizar	M	F	EN	TUR	TUR	
M000610	Güllü	M	F	EN	TUR	TUR	
M000611	Gülnaz	M	F	EN	TUR	TUR	
M000612	Gülpembe	M	F	EN	TUR	TUR	
M000613	Gülriz	M	F	EN	TUR	TUR	
M000614	Gülsen	M	F	EN	TUR	TUR	
M000615	Gülsüm	M	F	EN	TUR	TUR	
M000616	Gülsün	M	F	EN	TUR	TUR	
M000617	Gültekin	M	F	EN	TUR	TUR	
M000618	Gülten	M	F	EN	TUR	TUR	
M000619	Gülçin	M	F	EN	TUR	TUR	
M000620	Günay	M	F	EN	TUR	TUR	
M000621	Günce	M	F	EN	TUR	TUR	
M000622	Gündüz	M	F	EN	TUR	TUR	
M000623	Güner	M	F	EN	TUR	TUR	
M000624	Güngör	M	F	EN	TUR	TUR	
M000625	Günhan	M	F	EN	TUR	TUR	
M000626	Güniz	M	F	EN	TUR	TUR	
M000627	Günsel	M	F	EN	TUR	TUR	
M000628	Günseli	M	F	EN	TUR	TUR	
M000629	Günter	M	F	EN	TUR	TUR	
M000630	Günver	M	F	EN	TUR	TUR	
M000631	Güray	M	F	EN	TUR	TUR	
M000632	Gürcan	M	F	EN	TUR	TUR	
M000633	Gürel	M	F	EN	TUR	TUR	
M000634	Gürler	M	F	EN	TUR	TUR	
M000635	Gürsel	M	F	EN	TUR	TUR	
M000636	Güven	M	F	EN	TUR	TUR	
M000637	Güzide	M	F	EN	TUR	TUR	
M000638	Güzin	M	F	EN	TUR	TUR	
M000639	Habib	M	F	EN	TUR	TUR	حبيب
M000640	Haccî	M	F	EN	TUR	TUR	حاجي
M000641	Hadis	M	F	EN	TUR	TUR	حديث
M000642	Hafize	F	F	EN	TUR	TUR	حفيظة
M000643	Hakan	M	F	EN	TUR	TUR	
M000644	Haldun	M	F	EN	TUR	TUR	خلدون
M000645	Hale	F	F	EN	TUR	TUR	هالة
M000646	Halide	F	F	EN	TUR	TUR	خالدة
M000647	Halil	M	F	EN	TUR	TUR	خليل
M000648	Halim	M	F	EN	TUR	TUR	حليم
M000649	Halis	M	F	EN	TUR	TUR	
M000650	Halit	M	F	EN	TUR	TUR	خالد
M000651	Haluk	M	F	EN	TUR	TUR	خلوق
M000652	Hamdi	M	F	EN	TUR	TUR	حمدي
M000653	Hami	M	F	EN	TUR	TUR	
M000654	Hamide	F	F	EN	TUR	TUR	حميدة
M000655	Hamit	M	F	EN	TUR	TUR	حامد
M000656	Hamza	F	F	EN	TUR	TUR	حمزة
M000657	Handan	M	F	EN	TUR	TUR	
M000658	Hande	M	F	EN	TUR	TUR	
M000659	Hanife	F	F	EN	TUR	TUR	حنيفة
M000660	Hanîminönü	M	F	EN	TUR	TUR	
M000661	Harika	F	F	EN	TUR	TUR	حريكة
M000662	Hasad	M	F	EN	TUR	TUR	حصاد
M000663	Hasan	M	F	EN	TUR	TUR	حسن
M000664	Hasbi	M	F	EN	TUR	TUR	حاسب
M000665	Hasibe	F	F	EN	TUR	TUR	حسيبة
M000666	Hatay	M	F	EN	TUR	TUR	
M000667	Havva	F	F	EN	TUR	TUR	حواء
M000668	Hayal	M	F	EN	TUR	TUR	
M000669	Hayat	F	F	EN	TUR	TUR	حياة
M000670	Hayati	F	F	EN	TUR	TUR	حياة
M000671	Haydar	M	F	EN	TUR	TUR	حيدر
M000672	Haydaroglu	M	F	EN	TUR	TUR	
M000673	Hayreddîn	M	F	EN	TUR	TUR	خير الدين
M000674	Hayri	M	F	EN	TUR	TUR	خيري
M000675	Hayriye	F	F	EN	TUR	TUR	خيرية
M000676	Hayrunissa	F	F	EN	TUR	TUR	خير النساء
M000677	Hayrünissa	F	F	EN	TUR	TUR	خير النساء
M000678	Hazan	M	F	EN	TUR	TUR	
M000679	Hediye	F	F	EN	TUR	TUR	هدية
M000680	Hersek	M	F	EN	TUR	TUR	
M000681	Hikmet	M	F	EN	TUR	TUR	حكمت
M000682	Hilal	M	F	EN	TUR	TUR	هلال
M000683	Hilmi	M	F	EN	TUR	TUR	حلمي
M000684	Himmet	M	F	EN	TUR	TUR	
M000685	Hoca	F	F	EN	TUR	TUR	خوجة
M000686	Hocazâde	M	F	EN	TUR	TUR	
M000687	Hulusi	M	F	EN	TUR	TUR	
M000688	Hulya	F	F	EN	TUR	TUR	حلية
M000689	Huri	M	F	EN	TUR	TUR	حوري
M000690	Huriye	F	F	EN	TUR	TUR	حورية
M000691	Hüdaverdi	M	F	EN	TUR	TUR	
M000692	Hülya	F	F	EN	TUR	TUR	حلية
M000693	Hümeyra	F	F	EN	TUR	TUR	حميراء
M000694	Hüner	M	F	EN	TUR	TUR	
M000695	Hürmüz	M	F	EN	TUR	TUR	
M000696	Hürrem	M	F	EN	TUR	TUR	
M000697	Hüsamettin	M	F	EN	TUR	TUR	حسام الدين
M000698	Hüseyin	M	F	EN	TUR	TUR	حسين
M000699	Hüsniye	F	F	EN	TUR	TUR	حسنية
M000700	Hüsnü	M	F	EN	TUR	TUR	
M000701	Hüsrev	M	F	EN	TUR	TUR	
M000702	Ihsan	M	F	EN	TUR	TUR	إحسان
M000703	Ilhan	M	F	EN	TUR	TUR	
M000704	Ilker	M	F	EN	TUR	TUR	
M000705	Ilkin	M	F	EN	TUR	TUR	
M000706	Inalcik	M	F	EN	TUR	TUR	
M000707	Inan	M	F	EN	TUR	TUR	
M000708	Inanc	M	F	EN	TUR	TUR	
M000709	Inceefe	M	F	EN	TUR	TUR	
M000710	Inci	M	F	EN	TUR	TUR	
M000711	Inönü	M	F	EN	TUR	TUR	
M000712	Ipekçi	M	F	EN	TUR	TUR	
M000713	Irfan	M	F	EN	TUR	TUR	عرفان
M000714	Isa	F	F	EN	TUR	TUR	عيسى
M000715	Ishâk	M	F	EN	TUR	TUR	إسحاق
M000716	Isikli	M	F	EN	TUR	TUR	
M000717	Ismet	M	F	EN	TUR	TUR	عصمت
M000718	Ismâil	M	F	EN	TUR	TUR	إسماعيل
M000719	Isoka	F	F	EN	TUR	TUR	عشوقة
M000720	Isâ	M	F	EN	TUR	TUR	عيسى
M000721	Jale	M	F	EN	TUR	TUR	
M000722	Jalâl	M	F	EN	TUR	TUR	جلال
M000723	Jelal	M	F	EN	TUR	TUR	جلال
M000724	Jemal	M	F	EN	TUR	TUR	جمال
M000725	Jirecek	M	F	EN	TUR	TUR	
M000726	Jülide	F	F	EN	TUR	TUR	جليدة
M000727	Kaan	M	F	EN	TUR	TUR	
M000728	Kader	M	F	EN	TUR	TUR	قادر
M000729	Kadir	M	F	EN	TUR	TUR	قادر
M000730	Kadri	M	F	EN	TUR	TUR	قدري
M000731	Kadriye	F	F	EN	TUR	TUR	قدرية
M000732	Kafkas	M	F	EN	TUR	TUR	
M000733	Kahil	M	F	EN	TUR	TUR	كاهل
M000734	Kalkashandî	M	F	EN	TUR	TUR	قلقشندي
M000735	Kamber	M	F	EN	TUR	TUR	قمبر
M000736	Kamelya	F	F	EN	TUR	TUR	كاميليا
M000737	Kamer	M	F	EN	TUR	TUR	قمر
M000738	Kamile	F	F	EN	TUR	TUR	كميلة
M000739	Kamran	M	F	EN	TUR	TUR	
M000740	Kamuran	M	F	EN	TUR	TUR	
M000741	Kamran	M	F	EN	TUR	TUR	
M000742	Kapkin	M	F	EN	TUR	TUR	
M000743	Kara	F	F	EN	TUR	TUR	
M000744	Karabekir	M	F	EN	TUR	TUR	
M000745	Karaosmanglu	M	F	EN	TUR	TUR	
M000746	Karatay	M	F	EN	TUR	TUR	
M000747	Karpat	M	F	EN	TUR	TUR	
M000748	Kartal	M	F	EN	TUR	TUR	
M000749	Kasaba	F	F	EN	TUR	TUR	
M000750	Kasapoglu	M	F	EN	TUR	TUR	
M000751	Katife	F	F	EN	TUR	TUR	قطيفة
M000752	Kaya	F	F	EN	TUR	TUR	
M000753	Kayahan	M	F	EN	TUR	TUR	
M000754	Kayitbay	M	F	EN	TUR	TUR	
M000755	Kazancigil	M	F	EN	TUR	TUR	
M000756	Kemal	M	F	EN	TUR	TUR	كمال
M000757	Kemalettin	M	F	EN	TUR	TUR	كمال الدين
M000758	Kenan	M	F	EN	TUR	TUR	كينان
M000759	Kerem	M	F	EN	TUR	TUR	كريم
M000760	Kerim	M	F	EN	TUR	TUR	كريم
M000761	Keriman	M	F	EN	TUR	TUR	كريمان
M000762	Kerimoglu	M	F	EN	TUR	TUR	
M000763	Kevser	M	F	EN	TUR	TUR	كوثر
M000764	Kezban	M	F	EN	TUR	TUR	
M000765	Khaldûn	M	F	EN	TUR	TUR	خلدون
M000766	Khurshi	M	F	EN	TUR	TUR	
M000767	Killic	M	F	EN	TUR	TUR	
M000768	Kiral	M	F	EN	TUR	TUR	
M000769	Kiraz	M	F	EN	TUR	TUR	
M000770	Kiraç	M	F	EN	TUR	TUR	
M000771	Koca	M	F	EN	TUR	TUR	خوجة
M000772	Koprulu	M	F	EN	TUR	TUR	
M000773	Koraltan	M	F	EN	TUR	TUR	
M000774	Koray	M	F	EN	TUR	TUR	
M000775	Korcan	M	F	EN	TUR	TUR	
M000776	Korkmaz	M	F	EN	TUR	TUR	
M000777	Korkud	M	F	EN	TUR	TUR	
M000778	Korkut	M	F	EN	TUR	TUR	
M000779	Korutürk	M	F	EN	TUR	TUR	
M000780	Kostadinov	M	F	EN	TUR	TUR	
M000781	Kubilay	M	F	EN	TUR	TUR	
M000782	Kudret	F	F	EN	TUR	TUR	قدرة
M000783	Kulu	M	F	EN	TUR	TUR	
M000784	Kumru	M	F	EN	TUR	TUR	
M000785	Kumsal	M	F	EN	TUR	TUR	
M000786	Kurat	M	F	EN	TUR	TUR	
M000787	Kurtbek	M	F	EN	TUR	TUR	
M000788	Kusçu	M	F	EN	TUR	TUR	
M000789	Kutbeddîn	M	F	EN	TUR	TUR	قطب الدين
M000790	Kutlay	M	F	EN	TUR	TUR	
M000791	Kutlu	M	F	EN	TUR	TUR	
M000792	Kutsal	M	F	EN	TUR	TUR	
M000793	Kutsi	M	F	EN	TUR	TUR	
M000794	Kutuz	M	F	EN	TUR	TUR	قطز
M000795	Kâdi	M	F	EN	TUR	TUR	قاضي
M000796	Kâdizâde	M	F	EN	TUR	TUR	
M000797	Kâmil	M	F	EN	TUR	TUR	كامل
M000798	Kâsim	M	F	EN	TUR	TUR	قاسم
M000799	Kâtip	M	F	EN	TUR	TUR	كاتب
M000800	Kîzîbas	M	F	EN	TUR	TUR	
M000801	Köksal	M	F	EN	TUR	TUR	
M000802	Köprülü	M	F	EN	TUR	TUR	
M000803	Kösem	M	F	EN	TUR	TUR	
M000804	Kütchük	M	F	EN	TUR	TUR	
M000805	Küçük	M	F	EN	TUR	TUR	
M000806	Lale	M	F	EN	TUR	TUR	
M000807	Lalegün	M	F	EN	TUR	TUR	
M000808	Lalehan	M	F	EN	TUR	TUR	
M000809	Latif	M	F	EN	TUR	TUR	لطيف
M000810	Latife	F	F	EN	TUR	TUR	لطيفة
M000811	Leman	M	F	EN	TUR	TUR	
M000812	Lemi	M	F	EN	TUR	TUR	
M000813	Levent	M	F	EN	TUR	TUR	
M000814	Leyla	F	F	EN	TUR	TUR	ليلى
M000815	Lokman	M	F	EN	TUR	TUR	لقمان
M000816	Lutfî	M	F	EN	TUR	TUR	لطفي
M000817	Lâtife	F	F	EN	TUR	TUR	لطيفة
M000818	Lüfi	M	F	EN	TUR	TUR	
M000819	Lütfiye	F	F	EN	TUR	TUR	لطفية
M000820	Lütfü	M	F	EN	TUR	TUR	لطف
M000821	Macide	F	F	EN	TUR	TUR	مجيدة
M000822	Macit	M	F	EN	TUR	TUR	ماجد
M000823	Madakbas	M	F	EN	TUR	TUR	
M000824	Mahfuze	M	F	EN	TUR	TUR	محفوظ
M000825	Mahir	M	F	EN	TUR	TUR	ماهر
M000826	Mahmut	M	F	EN	TUR	TUR	محمود
M000827	Mahmûd	M	F	EN	TUR	TUR	محمود
M000828	Mahzun	M	F	EN	TUR	TUR	محزون
M000829	Makal	M	F	EN	TUR	TUR	
M000830	Makbule	M	F	EN	TUR	TUR	مقبول
M000831	Manolya	F	F	EN	TUR	TUR	
M000832	Mansur	M	F	EN	TUR	TUR	منصور
M000833	Mardin	M	F	EN	TUR	TUR	
M000834	Masal	M	F	EN	TUR	TUR	
M000835	Masûkî	M	F	EN	TUR	TUR	
M000836	Maulânâ	M	F	EN	TUR	TUR	مولانا
M000837	Mazhar	M	F	EN	TUR	TUR	مظهر
M000838	Mecnun	M	F	EN	TUR	TUR	مجنون
M000839	Mefkure	F	F	EN	TUR	TUR	مفكورة
M000840	Mehmed	M	F	EN	TUR	TUR	محمد
M000841	Mehmet	M	F	EN	TUR	TUR	محمد
M000842	Mehpare	M	F	EN	TUR	TUR	
M000843	Mehtap	M	F	EN	TUR	TUR	
M000844	Melek	M	F	EN	TUR	TUR	ملاك
M000845	Melen	M	F	EN	TUR	TUR	
M000846	Melih	M	F	EN	TUR	TUR	مليح
M000847	Meliha	F	F	EN	TUR	TUR	مليحة
M000848	Melik	M	F	EN	TUR	TUR	مليك
M000849	Melike	F	F	EN	TUR	TUR	مليكة
M000850	Melodi	M	F	EN	TUR	TUR	ميلود
M000851	Meltem	M	F	EN	TUR	TUR	
M000852	Menderes	M	F	EN	TUR	TUR	
M000853	Mengüç	M	F	EN	TUR	TUR	
M000854	Merih	M	F	EN	TUR	TUR	
M000855	Meriç	M	F	EN	TUR	TUR	
M000856	Mert	M	F	EN	TUR	TUR	
M000857	Merve	M	F	EN	TUR	TUR	
M000858	Mestan	M	F	EN	TUR	TUR	
M000859	Mesut	M	F	EN	TUR	TUR	مسعود
M000860	Mete	M	F	EN	TUR	TUR	
M000861	Metin	M	F	EN	TUR	TUR	متين
M000862	Mevlut	M	F	EN	TUR	TUR	مولود
M000863	Midhat	M	F	EN	TUR	TUR	مدحت
M000864	Mihram	M	F	EN	TUR	TUR	
M000865	Mihriban	M	F	EN	TUR	TUR	
M000866	Mihrimâh	F	F	EN	TUR	TUR	محرمة
M000867	Mine	M	F	EN	TUR	TUR	
M000868	Miraç	M	F	EN	TUR	TUR	
M000869	Mircea	F	F	EN	TUR	TUR	مرجية
M000870	Mirim	M	F	EN	TUR	TUR	
M000871	Mualla	F	F	EN	TUR	TUR	معلا
M000872	Muammar	M	F	EN	TUR	TUR	معمر
M000873	Muammer	M	F	EN	TUR	TUR	معمر
M000874	Mucip	M	F	EN	TUR	TUR	مجيب
M000875	Muhammed	M	F	EN	TUR	TUR	محمد
M000876	Muhan	M	F	EN	TUR	TUR	موهان
M000877	Muhittin	M	F	EN	TUR	TUR	محي الدين
M000878	Muhsin	M	F	EN	TUR	TUR	محسن
M000879	Muhtar	M	F	EN	TUR	TUR	مختار
M000880	Mukadder	M	F	EN	TUR	TUR	مقدر
M000881	Mukaddes	M	F	EN	TUR	TUR	مقدس
M000882	Mulk	M	F	EN	TUR	TUR	ملك
M000883	Munir	M	F	EN	TUR	TUR	منير
M000884	Munis	M	F	EN	TUR	TUR	مؤنس
M000885	Munise	F	F	EN	TUR	TUR	مؤنسة
M000886	Murat	M	F	EN	TUR	TUR	مراد
M000887	Murâd	M	F	EN	TUR	TUR	مراد
M000888	Musa	F	F	EN	TUR	TUR	موسى
M000889	Mustafa	F	F	EN	TUR	TUR	مصطفى
M000890	Mustapha	F	F	EN	TUR	TUR	مصطفى
M000891	Mutlu	M	F	EN	TUR	TUR	
M000892	Muzaffer	M	F	EN	TUR	TUR	مظفر
M000893	Mûsâ	M	F	EN	TUR	TUR	موسى
M000894	Müberra	F	F	EN	TUR	TUR	مبرة
M000895	Mücahit	M	F	EN	TUR	TUR	مجاهد
M000896	Mücella	F	F	EN	TUR	TUR	مجلة
M000897	Müesser	M	F	EN	TUR	TUR	ميسر
M000898	Müjdat	M	F	EN	TUR	TUR	موجدات
M000899	Müjde	F	F	EN	TUR	TUR	موجدة
