# Kalmasoft Databases
# Database of Arabicized Romanized Names
# References: www.kalmasoft.com/KLEX/dbgivnm.htm
# Created: 8 Nov 2018
# Updated: 17 Apr 2022
# Encoding: UTF8
# Delimiter: TAB
# Total names: contact Kalmasoft
# Countries covered: 220
# Version: 1.05
# Copyright ©1999-2020 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# =========================================
# Attributes:
#	ID:6 digits identification number
#		[A######]: Arabic origin name
#		[N######]: Non-Arabic name
#	Name:
#		Name entry
#	Arabic:
#		Arabic transcription
#	Country:
#		Country name
# 
# =========================================



ID	Name	Arabic	Country
US000751	Meaghan	ميغان	GBR
US000752	Meara	ميرا	GBR
US000753	Meg	ميغ	GBR
US000754	Megan	ميغان	GBR
US000755	Meghan	ميغان	GBR
US000756	Mel	ميل	GBR
US000757	Melva	ميلفا	GBR
US000758	Melvina	ميلفينا	GBR
US000759	Melvyn	ميلفين	GBR
US000760	Merv	ميرف	GBR
US000761	Mervin	ميرفين	GBR
US000762	Mervyn	ميرفين	GBR
US000763	Miach	مياتش	GBR
US000764	Michaela	ميكايلا	GBR
US000765	Minnie	ميني	GBR
US000766	Moira	مويرا	GBR
US000767	Monahan	موناهان	GBR
US000768	Monroe	مونرو	GBR
US000769	Morag	موراغ	GBR
US000770	Morna	مورنا	GBR
US000771	Murphy	ميرفي	GBR
US000772	Myrna	ميرنا	GBR
US000773	Naal	نال	GBR
US000774	Naveen	نيفين	GBR
US000775	Neal	نيل	GBR
US000776	Neely	نيلي	GBR
US000777	Nelia	نيليا	GBR
US000778	Nevan	نيفان	GBR
US000779	Nevina	نيفينا	GBR
US000780	Newlyn	نيولين	GBR
US000781	Nia	نيا	GBR
US000782	Niall	نيال	GBR
US000783	Niamh	نيف	GBR
US000784	Nolan	نولان	GBR
US000785	Noland	نولاند	GBR
US000786	Nolen	نولين	GBR
US000787	Norah	نوراه	GBR
US000788	Noreen	نورين	GBR
US000789	Nuala	نوالا	GBR
US000790	Oona	ونا	GBR
US000791	Oran	أوران	GBR
US000792	Owen	اوين	GBR
US000793	Ownah	اوناه	GBR
US000794	Parkin	باركين	GBR
US000795	Parlan	بارلان	GBR
US000796	Patrick	باتريك	GBR
US000797	Pegeen	بيغين	GBR
US000798	Phiala	فيالا	GBR
US000799	Quillan	كيلان	GBR
US000800	Quin	كين	GBR
US000801	Quinlan	كينلان	GBR
US000802	Quinn	كين	GBR
US000803	Qwin	كوين	GBR
US000804	Rafer	ريفر	GBR
US000805	Raghnall	راغنال	GBR
US000806	Raisie	رايزي	GBR
US000807	Reagan	ريغان	GBR
US000808	Regan	ريغان	GBR
US000809	Renny	ريني	GBR
US000810	Revelin	ريفيلين	GBR
US000811	Rianne	رياني	GBR
US000812	Riona	ريونا	GBR
US000813	Riordan	ريوردان	GBR
US000814	Rona	رونا	GBR
US000815	Ronan	رونان	GBR
US000816	Ronat	رونات	GBR
US000817	Rory	روري	GBR
US000818	Rosina	روزينا	GBR
US000819	Rowan	راوان	GBR
US000820	Rowena	راوينا	GBR
US000821	Roy	روي	GBR
US000822	Ryan	ريان	GBR
US000823	Ryann	ريان	GBR
US000824	Rylee	ريلي	GBR
US000825	Rylie	ريلي	GBR
US000826	Saoirse	ساويرس	GBR
US000827	Saxen	سيكسن	GBR
US000828	Seamus	شيموس	GBR
US000829	Sean	شون	GBR
US000830	Seanna	شينل	GBR
US000831	Selia	شيلا	GBR
US000832	Seoras	شيرا	GBR
US000833	Shamus	شاموس	GBR
US000834	Shane	شين	GBR
US000835	Shannan	شانان	GBR
US000836	Shannen	شانين	GBR
US000837	Shannon	شانون	GBR
US000838	Shanon	شانون	GBR
US000839	Shaun	شاون	GBR
US000840	Shauna	شاونا	GBR
US000841	Shaunna	شاونا	GBR
US000842	Shawn	شاون	GBR
US000843	Shawna	شاونا	GBR
US000844	Shay	شاي	GBR
US000845	Shayla	شايلا	GBR
US000846	Shaylee	شايلي	GBR
US000847	Shea	شي	GBR
US000848	Sheehan	شيهان	GBR
US000849	Sheena	شينا	GBR
US000850	Shelagh	شيلاغ	GBR
US000851	Sheridan	شيريدان	GBR
US000852	Sileas	شيلاس	GBR
US000853	Sine	شينا	GBR
US000854	Sinead	سينيد	GBR
US000855	Siobhan	شيفون	GBR
US000856	Siusan	سيوزان	GBR
US000857	Skyla	إسكيلا	GBR
US000858	Sloan	سلوان	GBR
US000859	Sloane	سلوين	GBR
US000860	Slone	سلوني	GBR
US000861	Sonnagh	سوناغ	GBR
US000862	Sorcha	سيرشا	GBR
US000863	Sullivan	سوليفان	GBR
US000864	Sully	سولي	GBR
US000865	Taban	تابان	GBR
US000866	Tadhg	تاد	GBR
US000867	Tara	تارا	GBR
US000868	Tarin	تارين	GBR
US000869	Tarmon	تارمون	GBR
US000870	Taryn	تارين	GBR
US000871	Teagan	تيغان	GBR
US000872	Teague	تيغوي	GBR
US000873	Teranika	تيرانيكا	GBR
US000874	Tremain	تريماين	GBR
US000875	Trevet	تريفيت	GBR
US000876	Trevor	تريفور	GBR
US000877	Trista	تريستا	GBR
US000878	Tristan	تريستان	GBR
US000879	Troy	تروي	GBR
US000880	Tully	تولي	GBR
US000881	Tynan	تينان	GBR
US000882	Tyree	تيري	GBR
US000883	Tyrone	تيروني	GBR
US000884	Ula	ألا	GBR
US000885	Ulla	ألا	GBR
US000886	Una	أنا	GBR
US000887	Vevay	فيفاي	GBR
US000888	Vevina	فيفينا	GBR
US000889	Wallace	واليس	GBR
US000890	Wally	والي	GBR
US000891	Willem	ويلم	GBR
US000892	Winfred	وينفريد	GBR
US000893	Winifred	وينيفريد	GBR
US000894	Wynne	ويني	GBR
US000895	Zephan	زيفان	GBR
US000896	Acton	أكتون	GBR
US000897	Adair	أداير	GBR
US000898	Afra	أفرا	GBR
US000899	Aiken	أيكين	GBR
US000900	Ainslie	أينسلي	GBR
US000901	Alair	ألاير	GBR
US000902	Alastair	ألاستر	GBR
US000903	Alberta	ألبيرتا	GBR
US000904	Aldan	ألدان	GBR
US000905	Alden	ألدين	GBR
US000906	Aldis	ألديس	GBR
US000907	Alfred	ألفريد	GBR
US000908	Alicia	أليشيا	GBR
US000909	Alodie	ألودي	GBR
US000910	Alton	ألتون	GBR
US000911	Andren	أندرين	GBR
US000912	Anise	أنيزي	GBR
US000913	Annice	أنيس	GBR
US000914	Annis	أنيس	GBR
US000915	Anson	أنسون	GBR
US000916	Archer	أرشير	GBR
US000917	Argyle	أرغيلي	GBR
US000918	Arwen	أروين	GBR
US000919	Ash	أش	GBR
US000920	Ashleigh	أشلي	GBR
US000921	Ashling	أشلينغ	GBR
US000922	Ashlyn	أشلين	GBR
US000923	Ashton	أشتون	GBR
US000924	Ashtyn	أشتين	GBR
US000925	Aster	أستير	GBR
US000926	Aubrianna	اوبريانا	GBR
US000927	Austin	اوستين	GBR
US000928	Avery	أفري	GBR
US000929	Baby	بابي	GBR
US000930	Balin	بالين	GBR
US000931	Banyan	بانيان	GBR
US000932	Barclay	باركلاي	GBR
US000933	Barton	بارتون	GBR
US000934	Base	بيس	GBR
US000935	Baxter	باكستير	GBR
US000936	Baylee	بايلي	GBR
US000937	Beatrix	بيتريكس	GBR
US000938	Beck	بيك	GBR
US000939	Belisma	بيليسما	GBR
US000940	Berenice	بيرينيس	GBR
US000941	Berke	بيركي	GBR
US000942	Beverly	بيفيرلي	GBR
US000943	Bevis	بيفيس	GBR
US000944	Bill	بيل	GBR
US000945	Bin	بين	GBR
US000946	Bing	بينغ	GBR
US000947	Bingham	بينغام	GBR
US000948	Birch	بيرتش	GBR
US000949	Bishop	بيشوب	GBR
US000950	Blade	بليد	GBR
US000951	Blaine	بلاين	GBR
US000952	Blake	بليك	GBR
US000953	Blithe	بليثي	GBR
US000954	Blythe	بليثي	GBR
US000955	Bob	بوب	GBR
US000956	Bond	بوند	GBR
US000957	Booker	بوكير	GBR
US000958	Booth	بوث	GBR
US000959	Brad	براد	GBR
US000960	Braden	بريدن	GBR
US000961	Bradford	برادفورد	GBR
US000962	Bran	بران	GBR
US000963	Brand	براند	GBR
US000964	Brant	برانت	GBR
US000965	Branxton	برانكستون	GBR
US000966	Brayton	برايتون	GBR
US000967	Brent	برينت	GBR
US000968	Briar	بريار	GBR
US000969	Brice	بريس	GBR
US000970	Brick	بريك	GBR
US000971	Brigham	بريغام	GBR
US000972	Brighton	برايتون	GBR
US000973	Brilane	بريلين	GBR
US000974	Brinly	برينلي	GBR
US000975	Brit	بريت	GBR
US000976	Brita	بريتا	GBR
US000977	Britain	بريتاين	GBR
US000978	Britannia	بريتانيا	GBR
US000979	Britany	بريتاني	GBR
US000980	Brock	بروك	GBR
US000981	Brone	بروني	GBR
US000982	Bronson	برونسون	GBR
US000983	Brook	بروك	GBR
US000984	Brooke	بروكي	GBR
US000985	Brooklyn	بروكلين	GBR
US000986	Brooks	بروكس	GBR
US000987	Bryce	بريس	GBR
US000988	Bryony	بريوني	GBR
US000989	Burt	بيرت	GBR
US000990	Burton	بيرتون	GBR
US000991	Byrd	بيرد	GBR
US000992	Byron	بيرون	GBR
US000993	Camdyn	كامدين	GBR
US000994	Carlton	كارلتون	GBR
US000995	Carson	كارسون	GBR
US000996	Carter	كارتير	GBR
US000997	Carver	كارفير	GBR
US000998	Cashlin	كاشلين	GBR
US000999	Cecil	سيسيل	GBR
US001000	Cedric	سيدريك	GBR
US001001	Chad	شاد	GBR
US001002	Chance	شانس	GBR
US001003	Chancellor	شانكيلور	GBR
US001004	Chandler	شاندلير	GBR
US001005	Channer	شانير	GBR
US001006	Channing	شانينغ	GBR
US001007	Charity	شاريتي	GBR
US001008	Charlene	شارليني	GBR
US001009	Charlton	شارلتون	GBR
US001010	Chars	شارس	GBR
US001011	Chas	شاس	GBR
US001012	Chase	شيس	GBR
US001013	Chastity	شاستيتي	GBR
US001014	Chaylse	شايلسي	GBR
US001015	Chaz	شاز	GBR
US001016	Chelsa	شيلسا	GBR
US001017	Chelsea	شيلسي	GBR
US001018	Chester	شيستير	GBR
US001019	Chet	شيت	GBR
US001020	Chick	شيك	GBR
US001021	Chill	شيل	GBR
US001022	Chilton	شيلتون	GBR
US001023	China	شينا	GBR
US001024	Chip	شيب	GBR
US001025	Christa	كريستا	GBR
US001026	Christian	كريستيان	GBR
US001027	Christiana	كريستيانا	GBR
US001028	Christmas	كريستماس	GBR
US001029	Christy	كريستي	GBR
US001030	Chyna	شينا	GBR
US001031	Clare	كلير	GBR
US001032	Clay	كلاي	GBR
US001033	Clayland	كلايلاند	GBR
US001034	Clayton	كلايتون	GBR
US001035	Cleavant	كليفانت	GBR
US001036	Cleavon	كليفون	GBR
US001037	Clem	كليم	GBR
US001038	Clemens	كليمينس	GBR
US001039	Clement	كليمينت	GBR
US001040	Clementine	كليمينتين	GBR
US001041	Cleveland	كليفيلاند	GBR
US001042	Clifton	كليفتون	GBR
US001043	Clint	كلينت	GBR
US001044	Clinton	كلينتون	GBR
US001045	Clive	كليفي	GBR
US001046	Clover	كلوفير	GBR
US001047	Cody	كودي	GBR
US001048	Colby	كولبي	GBR
US001049	Colin	كولين	GBR
US001050	Collin	كولين	GBR
US001051	Colman	كولمان	GBR
US001052	Colton	كولتون	GBR
US001053	Comfort	كومفورت	GBR
US001054	Connie	كوني	GBR
US001055	Constance	كونستانس	GBR
US001056	Cooper	كوبير	GBR
US001057	Coral	كورال	GBR
US001058	Corby	كوربي	GBR
US001059	Cordelia	كورديليا	GBR
US001060	Cordell	كورديل	GBR
US001061	Cort	كورت	GBR
US001062	Coy	كوي	GBR
US001063	Creda	كريدا	GBR
US001064	Creighton	كريتون	GBR
US001065	Crescent	كريسنت	GBR
US001066	Cristy	كريستي	GBR
US001067	Cuthbert	كوثبيرت	GBR
US001068	Cutler	كوتلير	GBR
US001069	Cwen	كوين	GBR
US001070	Dallon	دالون	GBR
US001071	Dalton	دالتون	GBR
US001072	Damara	دامارا	GBR
US001073	Dana	دانا	GBR
US001074	Danton	دانتون	GBR
US001075	Darcie	داركي	GBR
US001076	Darla	دارلا	GBR
US001077	Darnell	دارنيل	GBR
US001078	Darwin	داروين	GBR
US001079	Dawson	داوسون	GBR
US001080	Dayton	دايتون	GBR
US001081	Dean	دين	GBR
US001082	Delbert	ديلبيرت	GBR
US001083	Dempster	ديمبستير	GBR
US001084	Denton	دينتون	GBR
US001085	Devin	ديفين	GBR
US001086	Devon	ديفون	GBR
US001087	Devona	ديفونا	GBR
US001088	Diamond	دياموند	GBR
US001089	Dixon	ديكسون	GBR
US001090	Doane	دوين	GBR
US001091	Doctor	دوكتور	GBR
US001092	Dominy	دوميني	GBR
US001093	Drake	دريك	GBR
US001094	Duard	دوارد	GBR
US001095	Duke	دوكي	GBR
US001096	Dunn	دون	GBR
US001097	Dunne	دوني	GBR
US001098	Dustin	دوستين	GBR
US001099	Dusty	دوستي	GBR
US001100	Dwight	دوايت	GBR
US001101	Ed	إيد	GBR
US001102	Edaline	إيداليني	GBR
US001103	Edgar	إيدغار	GBR
US001104	Edie	إيدي	GBR
US001105	Edison	إيديزون	GBR
US001106	Edith	إيديث	GBR
US001107	Edmund	إيدموند	GBR
US001108	Edolie	إيدولي	GBR
US001109	Edric	إيدريك	GBR
US001110	Edward	إيدوارد	GBR
US001111	Edwin	إيدوين	GBR
US001112	Edwina	إيدوينا	GBR
US001113	Edythe	إيديث	GBR
US001114	Elden	إيلدين	GBR
US001115	Eldon	إيلدون	GBR
US001116	Elgin	إيلغين	GBR
US001117	Elie	إيلي	GBR
US001118	Elinor	إيلينور	GBR
US001119	Eliot	إيليوت	GBR
US001120	Elisa	إيليزا	GBR
US001121	Ellery	إيلري	GBR
US001122	Elliot	إيليوت	GBR
US001123	Ellison	إيليزون	GBR
US001124	Elmer	إيلمير	GBR
US001125	Elmo	إيلمو	GBR
US001126	Elton	إيلتون	GBR
US001127	Elvina	إيلفينا	GBR
US001128	Erv	إيرف	GBR
US001129	Erwin	إيروين	GBR
US001130	Ethel	إيثيل	GBR
US001131	Ethelda	إيثيلدا	GBR
US001132	Evelyn	إيفيلين	GBR
US001133	Everly	إيفيرلي	GBR
US001134	Evers	إيفيرس	GBR
US001135	Fairfax	فايرفاكس	GBR
US001136	Fairly	فايرلي	GBR
US001137	Fancy	فانسي	GBR
US001138	Faylinn	فايلين	GBR
US001139	Fayre	فايري	GBR
US001140	Fell	فيل	GBR
US001141	Felton	فيلتون	GBR
US001142	Fern	فيرن	GBR
US001143	Filbert	فيلبيرت	GBR
US001144	Fisk	فيسك	GBR
US001145	Fleta	فليتا	GBR
US001146	Fletcher	فليتشير	GBR
US001147	Flint	فلينت	GBR
US001148	Ford	فورد	GBR
US001149	Fordon	فوردون	GBR
US001150	Forest	فوريست	GBR
US001151	Forster	فورستير	GBR
US001152	Foster	فوستير	GBR
US001153	Fox	فوكس	GBR
US001154	Fraley	فريلي	GBR
US001155	Franklin	فرانكلين	GBR
US001156	Frayne	فرايني	GBR
US001157	Freed	فريد	GBR
US001158	Freeman	فريمان	GBR
US001159	Fremont	فريمونت	GBR
US001160	Fulbright	فولبرايت	GBR
US001161	Fuller	فولر	GBR
US001162	Galahad	غالاهاد	GBR
US001163	Gardenia	غاردينيا	GBR
US001164	Gardner	غاردنير	GBR
US001165	Garnet	غارنيت	GBR
US001166	Garson	غارسون	GBR
US001167	Garth	غارث	GBR
US001168	Gates	غيتس	GBR
US001169	Gay	غاي	GBR
US001170	Gene	غيني	GBR
US001171	Gent	غينت	GBR
US001172	Georgianna	غيورغيانا	GBR
US001173	Georgianne	غيورغياني	GBR
US001174	Gibson	غيبسون	GBR
US001175	Gilbert	غيلبيرت	GBR
US001176	Gilda	غيلدا	GBR
US001177	Ginger	غينغير	GBR
US001178	Ginny	غيني	GBR
US001179	Glennis	غلينيس	GBR
US001180	Golda	غولدا	GBR
US001181	Goldie	غولدي	GBR
US001182	Goldy	غولدي	GBR
US001183	Gomer	غومير	GBR
US001184	Gordon	غوردون	GBR
US001185	Gordy	غوردي	GBR
US001186	Gore	غوري	GBR
US001187	Graham	غراهام	GBR
US001188	Gram	غرام	GBR
US001189	Grayson	غرايزون	GBR
US001190	Grover	غروفير	GBR
US001191	Gypsy	غيبسي	GBR
US001192	Haile	هايلي	GBR
US001193	Haines	هاينيس	GBR
US001194	Halen	هيلن	GBR
US001195	Haley	هيلي	GBR
US001196	Hall	هال	GBR
US001197	Hallie	هالي	GBR
US001198	Hamilton	هاميلتون	GBR
US001199	Hamlet	هامليت	GBR
US001200	Hampton	هامبتون	GBR
US001201	Harlan	هارلان	GBR
US001202	Harlow	هارلاو	GBR
US001203	Harper	هاربير	GBR
US001204	Hart	هارت	GBR
US001205	Hartwell	هارتويل	GBR
US001206	Harva	هارفا	GBR
US001207	Haven	هيفن	GBR
US001208	Havyn	هافين	GBR
US001209	Hayden	هايدين	GBR
US001210	Hayward	هايوارد	GBR
US001211	Hazelle	هيزل	GBR
US001212	Heath	هيث	GBR
US001213	Heather	هيثير	GBR
US001214	Heaton	هيتون	GBR
US001215	Heavynne	هيفيني	GBR
US001216	Hedy	هيدي	GBR
US001217	Holden	هولدين	GBR
US001218	Holiday	هوليداي	GBR
US001219	Hollace	هوليس	GBR
US001220	Holli	هولي	GBR
US001221	Hollis	هوليس	GBR
US001222	Holly	هولي	GBR
US001223	Holt	هولت	GBR
US001224	Hope	هوبي	GBR
US001225	Howard	هاوارد	GBR
US001226	Howe	هاوي	GBR
US001227	Howie	هاوي	GBR
US001228	Hume	هومي	GBR
US001229	Hunter	هونتير	GBR
US001230	Hy	هي	GBR
US001231	Iden	إدين	GBR
US001232	Ignatius	إغناتيوس	GBR
US001233	India	إنديا	GBR
US001234	Iria	إريا	GBR
US001235	Irisa	إريزا	GBR
US001236	Irving	إرفينغ	GBR
US001237	Ivi	إفي	GBR
US001238	Ivie	إفي	GBR
US001239	Ivy	إفي	GBR
US001240	Jack	جاك	GBR
US001241	Jackson	جاكسون	GBR
US001242	Jaguar	جاغوار	GBR
US001243	Jamese	جيمسي	GBR
US001244	Jamison	جاميزون	GBR
US001245	Jan	جان	GBR
US001246	Jane	جين	GBR
US001247	Janet	جينت	GBR
US001248	Jasper	جاسبير	GBR
US001249	Jayme	جايمي	GBR
US001250	Jenna	جينا	GBR
US001251	Jennelle	جينيل	GBR
US001252	Jennie	جيني	GBR
US001253	Jenny	جيني	GBR
US001254	Jenski	جينسكي	GBR
US001255	Jerold	جيرولد	GBR
US001256	Jill	جيل	GBR
US001257	Joann	جوان	GBR
US001258	Joanna	جوانا	GBR
US001259	Joanne	جواني	GBR
US001260	Johnson	جونسون	GBR
US001261	Jolene	جوليني	GBR
US001262	Judson	جودسون	GBR
US001263	Julianne	جولياني	GBR
US001264	Junior	جونيور	GBR
US001265	Karston	كارستون	GBR
US001266	Keaton	كيتون	GBR
US001267	Kemp	كيمب	GBR
US001268	Kenda	كيندا	GBR
US001269	Kendall	كيندال	GBR
US001270	Kendra	كيندرا	GBR
US001271	Kennice	كينيس	GBR
US001272	Kenton	كينتون	GBR
US001273	Kenyon	كينيون	GBR
US001274	Kiandra	كياندرا	GBR
US001275	Kim	كيم	GBR
US001276	Kimball	كيمبال	GBR
US001277	Kimberly	كيمبيرلي	GBR
US001278	Kimn	كيمن	GBR
US001279	Kipling	كيبلينغ	GBR
US001280	Kipp	كيب	GBR
US001281	Knox	كنوكس	GBR
US001282	Kolton	كولتون	GBR
US001283	Kordell	كورديل	GBR
US001284	Kyne	كيني	GBR
US001285	Kynton	كينتون	GBR
US001286	Landen	لاندين	GBR
US001287	Landers	لانديرس	GBR
US001288	Landon	لاندون	GBR
US001289	Landry	لاندري	GBR
US001290	Lane	لين	GBR
US001291	Langston	لانغستون	GBR
US001292	Lankston	لانكستون	GBR
US001293	Lathrop	لاثروب	GBR
US001294	Latimer	لاتيمير	GBR
US001295	Laurel	لاوريل	GBR
US001296	Laurie	لاوري	GBR
US001297	Lavender	ليفندير	GBR
US001298	Lawson	لاوسون	GBR
US001299	Layne	لايني	GBR
US001300	Leann	لين	GBR
US001301	Leanna	لينا	GBR
US001302	Leanne	ليني	GBR
US001303	Lee	لي	GBR
US001304	Leigh	لي	GBR
US001305	Leighanna	ليانا	GBR
US001306	Leighton	ليتون	GBR
US001307	Leland	ليلاند	GBR
US001308	Les	ليس	GBR
US001309	Lester	ليستير	GBR
US001310	Lillian	ليليان	GBR
US001311	Lindsay	ليندساي	GBR
US001312	Livingston	ليفينغستون	GBR
US001313	Locke	لوكي	GBR
US001314	Lona	لونا	GBR
US001315	London	لوندون	GBR
US001316	Lorin	لورين	GBR
US001317	Lorne	لورني	GBR
US001318	Louvain	لوفاين	GBR
US001319	Loyal	لويال	GBR
US001320	Ludlow	لودلاو	GBR
US001321	Lynde	ليندي	GBR
US001322	Lyndon	ليندون	GBR
US001323	Lynna	لينا	GBR
US001324	Lynne	ليني	GBR
US001325	Lynton	لينتون	GBR
US001326	Lyre	ليري	GBR
US001327	Mabel	ميبل	GBR
US001328	Macy	ماسي	GBR
US001329	Madison	ماديسون	GBR
US001330	Mahogany	ماهوغاني	GBR
US001331	Maitland	مايتلاند	GBR
US001332	Malvina	مالفينا	GBR
US001333	Manning	مانينغ	GBR
US001334	Manton	مانتون	GBR
US001335	Marcie	ماركي	GBR
US001336	Margie	مارغي	GBR
US001337	Marian	ماريان	GBR
US001338	Marigold	ماريغولد	GBR
US001339	Marli	مارلي	GBR
US001340	Marlo	مارلو	GBR
US001341	Marlow	مارلاو	GBR
US001342	Marly	مارلي	GBR
US001343	Marta	مارتا	GBR
US001344	Marvin	مارفين	GBR
US001345	Mavis	مافيس	GBR
US001346	Maxwell	ماكسويل	GBR
US001347	Mayda	مايدا	GBR
US001348	Maynard	ماينارد	GBR
US001349	Mead	ميد	GBR
US001350	Melvin	ميلفين	GBR
US001351	Mercer	ميركير	GBR
US001352	Mercia	ميرشيا	GBR
US001353	Mercy	ميرسي	GBR
US001354	Merle	ميرلي	GBR
US001355	Merlin	ميرلين	GBR
US001356	Merton	ميرتون	GBR
US001357	Meryl	ميريل	GBR
US001358	Mick	ميك	GBR
US001359	Mikayla	ميكايلا	GBR
US001360	Mildred	ميلدريد	GBR
US001361	Miller	ميلر	GBR
US001362	Millie	ميلي	GBR
US001363	Mills	ميلس	GBR
US001364	Milly	ميلي	GBR
US001365	Milt	ميلت	GBR
US001366	Milton	ميلتون	GBR
US001367	Minty	مينتي	GBR
US001368	Mizell	ميزيل	GBR
US001369	Moe	موي	GBR
US001370	Monte	مونتي	GBR
US001371	Montgomery	مونتغوميري	GBR
US001372	Monty	مونتي	GBR
US001373	More	موري	GBR
US001374	Morse	مورسي	GBR
US001375	Mort	مورت	GBR
US001376	Morton	مورتون	GBR
US001377	Nan	نان	GBR
US001378	Nancy	نانسي	GBR
US001379	Nellie	نيلي	GBR
US001380	Nelson	نيلسون	GBR
US001381	Newman	نيومان	GBR
US001382	Newton	نيوتون	GBR
US001383	Nigel	نيغيل	GBR
US001384	Niles	نيليس	GBR
US001385	Norina	نورينا	GBR
US001386	Norton	نورتون	GBR
US001387	Norwood	نوروود	GBR
US001388	Nowles	ناوليس	GBR
US001389	Oakes	أويكس	GBR
US001390	Odell	أوديل	GBR
US001391	Ogden	أوغدين	GBR
US001392	Osgood	أوسغود	GBR
US001393	Osmond	أوسموند	GBR
US001394	Osric	أوسريك	GBR
US001395	Oswald	أوزوالد	GBR
US001396	Overton	أوفيرتون	GBR
US001397	Ozzie	أوزي	GBR
US001398	Ozzy	أوزي	GBR
US001399	Page	بيغ	GBR
US001400	Paley	بيلي	GBR
US001401	Palmer	بالمير	GBR
US001402	Paprika	بابريكا	GBR
US001403	Parker	باركير	GBR
US001404	Parson	بارسون	GBR
US001405	Payton	بايتون	GBR
US001406	Peers	بيرس	GBR
US001407	Pelham	بيلهام	GBR
US001408	Pembroke	بيمبروك	GBR
US001409	Penn	بين	GBR
US001410	Petunia	بيتونيا	GBR
US001411	Piper	بيبير	GBR
US001412	Pippa	بيبا	GBR
US001413	Posy	بوزي	GBR
US001414	Prentice	برينتيس	GBR
US001415	Preston	بريستون	GBR
US001416	Princess	برينسيس	GBR
US001417	Prisca	بريسكا	GBR
US001418	Prudence	برودينس	GBR
US001419	Prue	بروي	GBR
US001420	Purity	بيريتي	GBR
US001421	Quilla	كيلا	GBR
US001422	Race	ريس	GBR
US001423	Rad	راد	GBR
US001424	Rafe	ريف	GBR
US001425	Raine	رايني	GBR
US001426	Raleigh	رالي	GBR
US001427	Ralph	رالف	GBR
US001428	Rance	رانس	GBR
US001429	Randall	راندال	GBR
US001430	Randi	راندي	GBR
US001431	Randolph	راندولف	GBR
US001432	Randy	راندي	GBR
US001433	Raven	ريفن	GBR
US001434	Ray	راي	GBR
US001435	Rea	ري	GBR
US001436	Read	ريد	GBR
US001437	Redell	ريديل	GBR
US001438	Redford	ريدفورد	GBR
US001439	Reece	ريس	GBR
US001440	Reed	ريد	GBR
US001441	Reeves	ريفيس	GBR
US001442	Remington	ريمينغتون	GBR
US001443	Rich	ريتش	GBR
US001444	Richard	ريتشارد	GBR
US001445	Rick	ريك	GBR
US001446	Rider	ريدير	GBR
US001447	Rob	روب	GBR
US001448	Robbin	روببين	GBR
US001449	Robert	روبيرت	GBR
US001450	Roberta	روبيرتا	GBR
US001451	Robin	روبين	GBR
US001452	Robyn	روبين	GBR
US001453	Rockwell	روكويل	GBR
US001454	Rod	رود	GBR
US001455	Roden	رودين	GBR
US001456	Rollin	رولين	GBR
US001457	Rollo	رولو	GBR
US001458	Ron	رون	GBR
US001459	Ronald	رونالد	GBR
US001460	Rosalie	روزالي	GBR
US001461	Rosemary	روزيماري	GBR
US001462	Royal	رويال	GBR
US001463	Ruby	روبي	GBR
US001464	Ryder	ريدير	GBR
US001465	Ryland	ريلاند	GBR
US001466	Sadie	سادي	GBR
US001467	Sage	سيغ	GBR
US001468	Sanford	سانفورد	GBR
US001469	Saxon	ساكسون	GBR
US001470	Saxton	ساكستون	GBR
US001471	Scot	إسكوت	GBR
US001472	Sebille	سيبيل	GBR
US001473	Serenity	سيرينيتي	GBR
US001474	Shadow	شاداو	GBR
US001475	Shae	شاي	GBR
US001476	Sharona	شارونا	GBR
US001477	Shaw	شاو	GBR
US001478	Sheadon	شيدون	GBR
US001479	Shel	شيل	GBR
US001480	Shelby	شيلبي	GBR
US001481	Sheldon	شيلدون	GBR
US001482	Shelley	شيلي	GBR
US001483	Shelly	شيلي	GBR
US001484	Sherlock	شيرلوك	GBR
US001485	Sherman	شيرمان	GBR
US001486	Sherwood	شيروود	GBR
US001487	Sheryl	شيريل	GBR
US001488	Shirlyn	شيرلين	GBR
US001489	Sid	سيد	GBR
US001490	Silver	سيلفير	GBR
US001491	Sinjin	سينجين	GBR
US001492	Skipper	إسكيبير	GBR
US001493	Slade	سليد	GBR
US001494	Smith	سميث	GBR
US001495	Spence	سبينس	GBR
US001496	Spencer	سبينكير	GBR
US001497	Stacy	إستاسي	GBR
US001498	Stedman	إستيدمان	GBR
US001499	Stewart	إستيوارت	GBR
US001500	Stillman	إستيلمان	GBR
US001501	Stockton	إستوكتون	GBR
US001502	Stu	إستو	GBR
US001503	Stuart	إستوارت	GBR
US001504	Suzanne	سوزاني	GBR
US001505	Sylvester	سيلفيستير	GBR
US001506	Synclair	سينكلاير	GBR
US001507	Tacey	تيسي	GBR
US001508	Taite	تايتي	GBR
US001509	Talbot	تالبوت	GBR
US001510	Tambre	تامبري	GBR
US001511	Tannar	تانار	GBR
US001512	Tate	تيت	GBR
US001513	Tatum	تاتوم	GBR
US001514	Taya	تايا	GBR
US001515	Taylor	تايلور	GBR
US001516	Ted	تيد	GBR
US001517	Temple	تيمبلي	GBR
US001518	Templeton	تيمبليتون	GBR
US001519	Terena	تيرينا	GBR
