# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm, www.kalmasoft.com/KLEX/dbtirara.htm, www.kalmasoft.com/KLEX/dbtigara.htm
# Primary resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Secondary resources: https://github.com/admasethiopia/dictionaries/blob/master/Amharic%20Tigrinya%20English%20Dictionary.txt, https://github.com/fgaim/Tigrinya-BiLexicon/blob/master/Tigrinya-English.dic
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Ethiopic
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3 Jan 2021 8:38 AM
# Updated: 11 Sep 2026 2:12 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 4,000+
# Copyright ©1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# =========================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# =========================================
# Attributes:
#	ID: 6 digits identification number
#		A######: HornMorpho original entry (A: Amharic, G: Ge'ez, R: Tigrinya, T: Tigre)
#		K######: Kalmasoft added entry
#	Ethiopic: Ethiopic entry
#	ETIPA: Reading for Ethiopic entry (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	ETClass/ARClass: Ethiopic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol: Regional colloquial Arabic Noun, region codes appear in "Locale", apply only to MSA otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol: Regional colloquial Arabic Verb, region codes appear in "Locale", apply only to MSA otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective, past
#	ETSubclass/ARSubclass: Ethiopic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	ETDomain/ARDomain: Ethiopic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Ethiopic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootET: Ethiopic theoretical root
#	RootAR: Arabic root
#	Language: Ethiopic language, ISO 639-3 three-letter code
#	Recipient: Recipient Arabic varieties, ISO 639-3 three-letter code
#	Locale: Locales of the recipient Arabic varieties, ISO3166-3 Alpha-3 country codes
#	Gloss: Arabic semantic adaptation in English
# =========================================
ID	Ethiopic	ETIPA	ARIPA	Arabic	ETClass	ARClass	ETSubclass	ARSubclass	ETDomain	ARDomain	Category	RootAM	RootAR	Language	Recipient	Locale	Gloss
A00577	ይሆመጥጣል	/jɨhomɛtˤɨtˤal/	/jaħmidˤanːa/	يَحْمِضَنَّ	VC	VC							حمض	amh	arb		be acid, sour
A00578	ይሆምጥጥ	/jɨhomɨtˤɨtˤ/	/jaħmudˤ/	يَحْمُض	VI	VI							حمض	amh	arb		be acid, sour
A00579	ሐማል	/hɛmaːl/	/ħamːaːl/	حَمَّال	N	N							حمل	amh	arb		daily laborer, manual worker
A00580	ሕመም	/hɨmɛm/	/ħamiːm/	حَمِيم	N	N							حمم	amh	arb		illness
A00581	ማመም	/maːmɛm/	/maħmam/	مَحْمَم	I							ሀመመ	حمم	amh	arb		be sick
A00582	ታመ፟መ	/tamːɛmɛ/	/ħamːama/	حَمَّمَ	VP	VP							حمم	amh	arb		be ill
A00583	ታማሚ	/tamaːm/	/ħamːaːm/	حَمَّام	P	P							حمم	amh	arb		be ill
A00584	ታሞ፟	/tamːo/	/taħamːun/	تَحَمْمٌ	G	M							حمم	amh	arb		be ill
A00585	አማሚ	/ʔɛmaːm/	/ħamːaːm/	حَمَّام	P	P						ሀመመ	حمم	amh	arb		be sick
A00586	አአሞ	/ʔɛʔɛmo/	/ħamwun/	حَمْوٌ	G	M						ሀመመ	حمم	amh	arb		be sick
A00587	ያማል	/jamaːl/	/jaħmimanːa/	يَحْمِمَنَّ	VC	VC						ሀመመ	حمم	amh	arb		be sick
A00588	ይታ፟መ፟ም	/jɨtːamːɛm/	/jaħamːim/	يَحَمِّم	VI	VI							حمم	amh	arb		be ill
A00589	ሐዋርያ	/hɛwarɨja/	/ħwaːriː/	حُوارِي	N	N	SNG	SNG	RLGN	RLGN			حور	amh	arb		apostle, disciple, follower
A00590	ሐዋርያነት	/hɛwarɨjanɛt/	/ħwaːriːja/	حُوارِيَّة	N	N			RLGN	RLGN			حور	amh	arb		apostleship
A00591	ሐዋርያዊ	/hɛwarɨjawi/	/ħawaːriː/	حَوارِي	A	A			RLGN	RLGN			حور	amh	arb		apostolic, of the apostle
A00592	ማውራት	/maːwɨraːt/	/muħaːwara/	مُحَاوَرَة	I							*ወራህ	حور	amh	arb		talk, describe
A00593	ምህዋር	/mɨhɨwar/	/miħuːar/	مِحْوَر	N	N							حور	amh	arb		orbit
A00594	አወራ	/ʔɛwɛraː/	/ħaːwara/	حَاوَرَ	VP	VP						*ወራህ	حور	amh	arb		talk, describe
A00595	አውሪ	/ʔɛwɨr/	/ħawːaːr/	حَوَّار	P	P						*ወራህ	حور	amh	arb		talk, describe
A00596	አውሪ	/ʔɛwɨr/	/ħuwaːr/	حُوَار	P	Pcol						*ወራህ	حور	amh	apd	SDN	talk, describe
A00597	አውርቶ	/ʔɛwɨrɨto/	/ħiwaːrun/	حِوَارٌ	G	M						*ወራህ	حور	amh	arb		talk, describe
A00598	ያወራል	/jawɛraːl/	/jaħuːiranːa/	يَحْوِرَنَّ	VC	VC						*ወራህ	حور	amh	arb		talk, describe
A00599	ያውራ	/jawɨraː/	/jaħaːwir/	يَحَاوِر	VI	VI						*ወራህ	حور	amh	arb		talk, describe
A00600	መያዝ	/mɛjaz/	/maħaːz/	مَحَاز	I							ያህዘ	حوز	amh	arb		seize, take
A00601	ያዘ	/jazɛ/	/ħaːza/	حَازَ	VP	VP						ያህዘ	حوز	amh	arb		seize, take
A00602	ያዢ	/jaʒ/	/ħaːʔiz/	حَائِز	P	P						ያህዘ	حوز	amh	arb		seize, take
A00603	ይዞ	/jɨzo/	/ħawzun/	حَوْزٌ	G	M						ያህዘ	حوز	amh	arb		seize, take
A00604	ይያዝ	/jɨjaz/	/jaħuːz/	يَحُوز	VI	VI						ያህዘ	حوز	amh	arb		seize, take
A00605	ይይዛል	/jɨjɨzal/	/jaħuːzanːa/	يَحُوزَنَّ	VC	VC						ያህዘ	حوز	amh	arb		seize, take
A00606	ሆድ	/hod/	/ħawdˤ/	حَوْض	N	N	SNG	SNG	ANAT	ANAT			حوض	amh	arb		abdomen, tummy
A00607	ሆድ	/hod/	/ħawtˤ/	حَوْط	N	N							حوط	amh	arb		protection
A00608	ሐዋላ	/hɛwalaː/	/ħawːaːla/	حَوَّالَة	N	N							حول	amh	arb		money transfer
A00609	ኃይል	/ħajɨl/	/ħajl/	حَيْل	N	N							حيل	amh	arb		power
A00610	ኅይል	/ħɨjɨl/	/ħajl/	حَيْل	N	N							حيل	amh	arb		authority, strength, influence
A00611	ማየል	/maːjal/	/maħaːl/	مَحَال	I							ሀየ፟ለ	حيل	amh	arb		be powerful
A00612	አየለ	/ʔɛjalɛ/	/ħaːla/	حَالَ	VP	VP						ሀየ፟ለ	حيل	amh	arb		be powerful
A00613	አያል	/ʔɛjal/	/ħajːal/	حَيَّال	P	P						ሀየ፟ለ	حيل	amh	arb		be powerful
A00614	አይሎ	/ʔɛjɨlo/	/ħajlun/	حَيْلٌ	G	M						ሀየ፟ለ	حيل	amh	arb		be powerful
A00615	ያይላል	/jajɨlaːl/	/jaħiːlanːa/	يَحِيلَنَّ	VC	VC						ሀየ፟ለ	حيل	amh	arb		be powerful
A00616	ያይል	/jajɨl/	/jaħiːl/	يَحِيل	VI	VI						ሀየ፟ለ	حيل	amh	arb		be powerful
A00617	ሆነ	/honɛ/	/ħaːna/	حَانَ	VP	VP							حين	amh	arb		be, become
A00618	ሆኖ	/hono/	/ħajnun/	حَيْنٌ	G	M							حين	amh	arb		be, become
A00619	ኋኝ	/ħoaɲ/	/ħaːʔin/	حَائِن	P	P							حين	amh	arb		be, become
A00620	መሆን	/mɛhon/	/maħiːan/	مَحْيَن	I								حين	amh	arb		be, become
A00621	ይሁን	/jɨhun/	/jaħiːn/	يَحِين	VI	VI							حين	amh	arb		be, become
A00622	ይሆናል	/jɨhonal/	/jaħiːnanːa/	يَحِينَنَّ	VC	VC							حين	amh	arb		be, become
A00623	ሕይወት	/hɨjɨwɛt/	/ħajaː/	حَيَاة	N	N	SNG	SNG					حيو	amh	arb		life
A00624	ሕይወት	/hɨjɨwɛt/	/ħajaː/	حَيَوة	N	N	SNG	SNG		RLGN			حيو	amh	arb		life
A00625	አየ	/ʔɛja/	/ħaːjːaː/	حَيَّا	VP	VP					SSH		حيي	amh	arb		see
A00626	አዪ	/ʔɛj/	/ħaːjː/	حَايّ	P	P					SSH	ሀየህ	حيي	amh	arb		see
A00627	አይቶ	/ʔɛjɨto/	/taħiːjatun/	تَحِيَّةٌ	G	M					SSH	ሀየህ	حيي	amh	arb		see
A00628	ያያል	/jajal/	/jaħjiːanːa/	يَحْيِيَنَّ	VC	VC						ሀየህ	حيي	amh	arb		see
A00629	ይይ	/jɨj/	/jaħjiː/	يَحْيِي	VI	VI							حيي	amh	arb		see
A00630	ኅብረት	/ħɨbɨrɛt/	/χibra/	خِبْرة	N	N							خبر	amh	arb		coming together, unification merger
A00631	ኀተ፟መ	/ħɛtːɛmɛ/	/χatːama/	خَتَّمَ	VP	VP							ختم	amh	arb		seal
A00632	ኀት፟ሞ	/ħɛtːɨmo/	/χatmun/	خَتْمٌ	G	M							ختم	amh	arb		seal
A00633	ኅታ፟ሚ	/ħɨtːam/	/χatːaːm/	خَتَّام	P	P							ختم	amh	arb		seal
A00634	ኅት፟ም	/ħɨtːɨm/	/χatːim/	خَتِّم	VM	VM							ختم	amh	arb		seal
A00635	ማኅተም	/maːħɨtɛm/	/maχtam/	مَخْتَم	N	N			DMST	DMST		ሀተ፟መ	ختم	amh	arb		autorization stamp, seal
A00636	ማተም	/maːtɛm/	/maχtam/	مَخْتَم	I							ሀተ፟መ	ختم	amh	arb		seal, print
A00637	ታተ፟መ	/tatːɛmɛ/	/χatːama/	خَتَّمَ	VP	VP							ختم	amh	arb		be sealed
A00638	ታታ፟ሚ	/tatːam/	/χatːaːm/	خَتَّام	P	P							ختم	amh	arb		be sealed
A00639	ታት፟ሞ	/tatːɨmo/	/taχatːumun/	تَخَتُّمٌ	G	M							ختم	amh	arb		be sealed
A00640	አተመ	/ʔɛtɛmɛ/	/χatama/	خَتَمَ	VP	VP						ሀተ፟መ	ختم	amh	arb		seal, print
A00641	አተ፟መ	/ʔɛtːɛmɛ/	/χatːama/	خَتَّمَ	VP	VP							ختم	amh	arb		seal
A00642	አታሚ	/ʔɛtam/	/χatːaːm/	خَتَّام	P	P						ሀተ፟መ	ختم	amh	arb		seal, print
A00643	አታ፟ሚ	/ʔɛtːam/	/χatːaːm/	خَتَّام	P	P							ختم	amh	arb		seal
A00644	አት፟ም	/ʔɛtːɨm/	/χatːim/	خَتِّم	VM	VM							ختم	amh	arb		seal
A00645	አትሞ	/ʔɛtɨmo/	/χatmun/	خَتْمٌ	G	M						ሀተ፟መ	ختم	amh	arb		seal, print
A00646	አት፟ሞ	/ʔɛtːɨmo/	/χatmun/	خَتْمٌ	G	M							ختم	amh	arb		seal
A00647	ያትማል	/jatɨmaːl/	/jaχtimanːa/	يَخْتِمَنَّ	VC	VC						ሀተ፟መ	ختم	amh	arb		seal, print
A00648	ያትም	/jatɨm/	/jaχtim/	يَخْتِم	VI	VI						ሀተ፟መ	ختم	amh	arb		seal, print
A00649	ያት፟ም	/jatːɨm/	/jaχatːim/	يَخَتِّم	VI	VI							ختم	amh	arb		seal
A00650	ይኅት፟ም	/jɨħɨtːɨm/	/jaχatːim/	يَخَتِّم	VI	VI							ختم	amh	arb		seal
A00651	ይታ፟ተ፟ም	/jɨtːatːɛm/	/jaχatːim/	يَخَتِّم	VI	VI							ختم	amh	arb		be sealed
A00652	ኮረጆ	/korɛdʒo/	/χurdʒ/	خُرْج	N	N	SNG	SNG	DMST	DMST			خرج	amh	arb		school bag, satchel, bag
A00653	መቅረጽ	/mɛkʼɨrɛsʼ/	/maχraʃ/	مَخْرَش	I								خرش	amh	arb		engrave
A00654	ቀረጸ	/kʼɛrɛsʼɛ/	/χaraʃ/	خَرَش	VP	VP							خرش	amh	arb		engrave
A00655	ቀራጺ	/kʼɛraːsʼ/	/χarːaːʃ/	خَرَّاش	P	P							خرش	amh	arb		engrave
A00656	ቀርጾ	/kʼɛrɨsʼo/	/χarʃun/	خَرْشٌ	G	M							خرش	amh	arb		engrave
A00657	ይቀርጻል	/jɨkʼɛrɨsʼal/	/jaχriʃanːa/	يَخْرِشَنَّ	VC	VC							خرش	amh	arb		engrave
A00658	ይቅረጽ	/jɨkʼɨrɛsʼ/	/jaχriʃ/	يَخْرِش	VI	VI							خرش	amh	arb		engrave
A00659	ጨርቃ	/tʃɛrɨkʼa/	/χirqa/	خِرْقَة	N	N	SNG	SNG	DMST	DMST			خرق	amh	arb		texture
A00660	ጨርቅ	/tʃɛrɨkʼ/	/χiraq/	خِرَق	N	N	SNG	SNG	DMST	DMST			خرق	amh	arb		Rag, n. 1 a a torn, frayed, or worn piece of woven material. b one of the irregular scraps to which cloth etc. is reduced by wear and tear. 2 (in pl.) old or worn clothes. 3 (collect.) scraps of cloth used as material for paper, stuffing, etc. 4 derog. a a newspaper. b a flag, handkerchief, curtain, etc. 5 (usu. with neg.) the smallest scrap of cloth etc. (not a rag to cover him). 6 an odd scrap; an irregular piece. 7 a jagged projection, esp. on metal. in rags 1 much torn. 2 in old torn clothes. rag-and-bone man Brit. an itinerant dealer in old clothes, furniture, etc. rag-bag 1 a bag in which scraps of fabric etc. are kept for use. 2 a miscellaneous collection. 3 sl. a sloppily-dressed woman. rag bolt a bolt with barbs to keep it tight when it has been driven in. rag book a children''s book made of untearable cloth. rag doll a stuffed doll made of cloth. rag paper paper made from rags. rag-picker a collector and seller of rags. rags to riches poverty to affluence. rag trade colloq. the business of designing, making, and selling women''s clothes. 
A00661	ማራት	/maːraːt/	/maχraː/	مَخْرَى	I							ሀራህ	خري	amh	arb		defecate
A00662	አሪ	/ʔɛri/	/χarːaːi/	خَرَّاي	P	P						ሀራህ	خري	amh	arb		defecate
A00663	አራ	/ʔɛraː/	/χaraʔ/	خَرَأ	VP	VP						ሀራህ	خري	amh	arb		defecate
A00664	አር	/ʔɛr/	/χaraːʔ/	خَراء	N	N			ANAT	ANAT			خري	amh	arb		discharged waste from the rectum
A00665	ያራል	/jaraːl/	/jaχriːanːa/	يَخْرِيَنَّ	VC	VC						ሀራህ	خري	amh	arb		defecate
A00666	ይራ	/jɨraː/	/jaχraʔ/	يَخْرَأ	VI	VI						ሀራህ	خري	amh	arb		defecate
A00667	መቅዘኛ	/mɛkʼɨzɛɲa/	/maχzan/	مَخْزَن	N	N	SNG	SNG	DMST	DMST			خزن	amh	arb		chamber pot
A00668	መጋዘን	/mɛgazɛn/	/maχzan/	مَخْزَن	N	N			DMST	DMST			خزن	amh	arb		lumber room, storehouse
A00669	መክሰር	/mɛkɨsɛr/	/maχsar/	مَخْسَر	I								خسر	amh	arb		go bankrupt
A00670	ከሰረ	/kɛsɛrɛ/	/χasira/	خَسِرَ	VP	VP							خسر	amh	arb		go bankrupt
A00671	ከሳሪ	/kɛsar/	/χasːaːr/	خَسَّار	P	P							خسر	amh	arb		go bankrupt
A00672	ከሳራ	/kɛsaraː/	/χasaːra/	خَسَارَة	N	N							خسر	amh	arb		insolvency, liquidation, bankruptcy, economic failure
A00673	ከስሮ	/kɛsɨro/	/χasrun/	خَسْرٌ	G	M							خسر	amh	arb		go bankrupt
A00674	ኪሳራ	/kisaraː/	/χasaːra/	خَسَارة	N	N							خسر	amh	arb		loss, shortfall, deficit, underperformance
A00675	ይከስራል	/jɨkɛsɨraːl/	/jaχsiranːa/	يَخْسِرَنَّ	VC	VC							خسر	amh	arb		go bankrupt
A00676	ይክሰር	/jɨkɨsɛr/	/jaχsir/	يَخْسِر	VI	VI							خسر	amh	arb		go bankrupt
A00677	መክሳት	/mɛkɨsat/	/maχsas/	مَخْسَس	I							ከሳህ	خسس	amh	arb		be thin, lose weight
A00678	ከሳ	/kɛsa/	/χasːa/	خَسَّ	VP	VP						ከሳህ	خسس	amh	arb		be thin, lose weight
A00679	ከስቶ	/kɛsɨto/	/χisːatun/	خِسَّةٌ	G	M						ከሳህ	خسس	amh	arb		be thin, lose weight
A00680	ከሺ	/kɛʃ/	/χaːsiːʔ/	خَاسِيء	P	P						ከሳህ	خسس	amh	arb		be thin, lose weight
A00681	ክሳት	/kɨsat/	/χisːa/	خِسَّة	N	N							خسس	amh	arb		slimness, slenderness, loss of weight
A00682	ይከሳል	/jɨkɛsal/	/jaχsisanːa/	يَخْسِسَنَّ	VC	VC						ከሳህ	خسس	amh	arb		be thin, lose weight
A00683	ይክሳ	/jɨkɨsa/	/jaχasː/	يَخَسّ	VI	VI						ከሳህ	خسس	amh	arb		be thin, lose weight
A00684	መክሰስ	/mɛkɨsɛs/	/maχsˤasˤ/	مَخْصَص	I								خصص	amh	arb		accuse
A00685	ከሰሰ	/kɛsɛsɛ/	/χasˤasˤa/	خَصَصَ	VP	VP							خصص	amh	arb		accuse
A00686	ከሰ፟ሰ	/kɛsːɛsɛ/	/χasˤːasˤa/	خَصَّصَ	VP	VP							خصص	amh	arb		accuse
A00687	ከሳሽ	/kɛsaʃ/	/χasˤːaːsˤ/	خَصَّاص	P	P							خصص	amh	arb		accuse
A00688	ከሳሽ	/kɛsaʃ/	/χasˤːaːsˤ/	خَصَّاص	P	P							خصص	amh	arb		accuse
A00689	ከሶ	/kɛso/	/χasˤːun/	خَصٌّ	G	M							خصص	amh	arb		accuse
A00690	ከሶ፟	/kɛsːo/	/χasˤːun/	خَصٌّ	G	M							خصص	amh	arb		accuse
A00691	ክሰስ	/kɨsɛs/	/χasˤːisˤ/	خَصِّص	VM	VM							خصص	amh	arb		accuse
A00692	ይከስ፟	/jɨkɛsː/	/jaχasˤːisˤ/	يَخَصِّص	VI	VI							خصص	amh	arb		accuse
A00693	ይከስሳል	/jɨkɛsɨsal/	/jaχsˤisˤanːa/	يَخْصِصَنَّ	VC	VC							خصص	amh	arb		accuse
A00694	ይክሰስ	/jɨkɨsɛs/	/jaχsˤisˤ/	يَخْصِص	VI	VI							خصص	amh	arb		accuse
A00695	ቅጽል	/kʼɨsʼɨl/	/χisˤla/	خِصْلَة	N	N	SNG	SNG					خصل	amh	arb		adjective word describing a noun
A00696	ቅጠል	/kʼɨtˤɛl/	/χudˤar/	خُضَر	N	N							خضر	amh	arb		sheet, piece, folio, leaf
A00697	ኃጥእ	/ħatˤɨʔ/	/χaːtˤiʔ/	خَاطِئ	N	N	SNG	SNG	RLGN	RLGN			خطئ	amh	arb		sinner, a person who sins, esp. habitually.
A00698	ኅጥአን	/ħɨtˤɨʔɛn/	/χaːtˤiʔiːn/	خَاطِئِين	N	N	PLR	PLR	RLGN	RLGN			خطئ	amh	arb		sinner, a person who sins, esp. habitually.
A00699	ማፈር	/maːfɛr/	/maχfar/	مَخْفَر	I							ሀፈረ	خفر	amh	arb		be shy
A00700	አፈረ	/ʔɛfɛrɛ/	/χafara/	خَفَرَ	VP	VP						ሀፈረ	خفر	amh	arb		be shy
A00701	አፈ፟ረ	/ʔɛfːɛrɛ/	/χafːara/	خَفَّرَ	VP	VP							خفر	amh	arb		be ashamed
A00702	አፋሪ	/ʔɛfar/	/χafːaːr/	خَفَّار	P	P							خفر	amh	arb		be ashamed
A00703	አፋር	/ʔɛfar/	/χafːaːr/	خَفَّار	P	P						ሀፈረ	خفر	amh	arb		be shy
A00704	አፍሮ	/ʔɛfɨro/	/χafrun/	خَفْرٌ	G	M							خفر	amh	arb		be ashamed
A00705	አፍሮ	/ʔɛfɨro/	/χafrun/	خَفْرٌ	G	M						ሀፈረ	خفر	amh	arb		be shy
A00706	ያፍራል	/jafɨraːl/	/jaχfiranːa/	يَخْفِرَنَّ	VC	VC						ሀፈረ	خفر	amh	arb		be shy
A00707	ያፍር	/jafɨr/	/jaχafːir/	يَخَفِّر	VI	VI							خفر	amh	arb		be ashamed
A00708	ይፈር	/jɨfɛr/	/jaχfir/	يَخْفِر	VI	VI						ሀፈረ	خفر	amh	arb		be shy
A00709	መቅለብ	/mɛkʼɨlɛb/	/maχlab/	مَخْلَب	G	G							خلب	amh	arb		catch in midair
A00710	መቅለብ	/mɛkʼɨlɛb/	/maχlab/	مَخْلَب	I								خلب	amh	arb		catch in midair
A00711	ቀለበ	/kʼɛlɛbɛ/	/χalaba/	خَلَبَ	VP	VP							خلب	amh	arb		catch in midair
A00712	ቀላቢ	/kʼɛlaːb/	/χalːaːb/	خَلَّاب	P	P							خلب	amh	arb		catch in midair
A00713	ቀልቦ	/kʼɛlɨbo/	/χalbun/	خَلْبٌ	G	M							خلب	amh	arb		catch in midair
A00714	ይቀልባል	/jɨkʼɛlɨbal/	/jaχlibanːa/	يَخْلِبَنَّ	VC	VC							خلب	amh	arb		catch in midair
A00715	ይቅለብ	/jɨkʼɨlɛb/	/jaχlib/	يَخْلِب	VI	VI							خلب	amh	arb		catch in midair
A00716	መቀመጥ	/mɛkʼɛmɛtˤ/	/maχmad/	مَخْمَد	I							*ቀመ፟ጠ	خمد	amh	arb		put down
A00717	ተቀመጠ	/tɛkʼɛmɛtˤɛ/	/χamada/	خَمَدَ	VP	VP						*ቀመ፟ጠ	خمد	amh	arb		put down
A00718	ተቀማጭ	/tɛkʼɛmaːtʃ/	/χamːaːd/	خَمَّاد	P	P						*ቀመ፟ጠ	خمد	amh	arb		put down
A00719	ተቀምጦ	/tɛkʼɛmɨtˤo/	/χamdun/	خَمْدٌ	G	M						*ቀመ፟ጠ	خمد	amh	arb		put down
A00720	ይቀመጣል	/jɨkʼɛmɛtˤal/	/jaχmidanːa/	يَخْمِدَنَّ	VC	VC						*ቀመ፟ጠ	خمد	amh	arb		put down
A00721	ይቀመጥ	/jɨkʼɛmɛtˤ/	/jaχmid/	يَخْمِد	VI	VI						*ቀመ፟ጠ	خمد	amh	arb		put down
A00722	ሐሙስ	/hɛmus/	/alχamiːs/	الخَمِيس	N	N			DATE	DATE			خمس	amh	arb		thursday
A00723	ኅሙስ	/ħɨmus/	/alχamiːs/	الخَمِيس	N	N			DATE	DATE			خمس	amh	arb		thursday
A00724	አሙስ	/ʔɛmus/	/alχamiːs/	الخَمِيس	N	N			DATE	DATE			خمس	amh	arb		thursday
A00725	መግመስ	/mɛgɨmɛs/	/maχmasˤ/	مَخْمَص	I								خمص	amh	arb		cut in two; plow
A00726	አጋማሽ	/ʔɛgamaːʃ/	/ʔχmasˤ/	أخْمَص	N	N							خمص	amh	arb		half, halfway
A00727	ይገምሳል	/jɨgɛmɨsal/	/jaχmisˤanːa/	يَخْمِصَنَّ	VC	VC							خمص	amh	arb		cut in two; plow
A00728	ገማሺ	/gɛmaːʃ/	/χamːaːsˤ/	خَمَّاص	P	P							خمص	amh	arb		cut in two; plow
A00729	ገምሶ	/gɛmɨso/	/χamsˤun/	خَمْصٌ	G	M							خمص	amh	arb		cut in two; plow
A00730	መቀነስ	/mɛkʼɛnɛs/	/manχas/	مَنْخَس	G	G						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00731	መቀነስ	/mɛkʼɛnɛs/	/manχas/	مَنْخَس	I							ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00732	ቀነሰ	/kʼɛnɛsɛ/	/naχasa/	نَخَسَ	VP	VP							خنس	amh	arb		decrease
A00733	ቀነሰ	/kʼɛnɛsɛ/	/naχasa/	نَخَسَ	VP	VP						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00734	ቀናሽ	/kʼɛnaʃ/	/naχːaːs/	نَخَّاس	P	P						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00735	ቀንሶ	/kʼɛnɨso/	/naχsun/	نَخْسٌ	G	M						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00736	ንቃሽ	/nɨkʼaʃ/	/naχas/	نَخَس	N	N						ቀነ፟ሰ	خنس	amh	arb		money off, reduction, price cut
A00737	ይቀንሳል	/jɨkʼɛnɨsal/	/janχisanːa/	يَنْخِسَنَّ	VC	VC						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00738	ይቀንስ	/jɨkʼɛnɨs/	/janχis/	يَنْخِس	VI	VI						ቀነ፟ሰ	خنس	amh	arb		reduce, subtract
A00739	መቀየጥ	/mɛkʼɛjatˤ/	/maχiːtˤ/	مَخِيط	I							ቀየ፟ጠ	خيط	amh	arb		blend
A00740	ቀየጠ	/kʼɛjatˤɛ/	/χajatˤa/	خَيَطَ	VP	VP						ቀየ፟ጠ	خيط	amh	arb		blend
A00741	ቀያጭ	/kʼɛjatʃ/	/χajːatˤ/	خَيَّاط	P	P						ቀየ፟ጠ	خيط	amh	arb		blend
A00742	ቀይጦ	/kʼɛjɨtˤo/	/χajtˤun/	خَيْطٌ	G	M						ቀየ፟ጠ	خيط	amh	arb		blend
A00743	ይቀይጣል	/jɨkʼɛjɨtˤal/	/jaχjitˤanːa/	يَخْيِطَنَّ	VC	VC						ቀየ፟ጠ	خيط	amh	arb		blend
A00744	ይቀይጥ	/jɨkʼɛjɨtˤ/	/jaχiːtˤ/	يَخِيط	VI	VI						ቀየ፟ጠ	خيط	amh	arb		blend
A00745	ዱባ	/duba/	/dubːaː/	دُبَّا	N	Ncol							دبب	amh	arb		1. person who is fat 2. pumpkin
A00746	ድብ	/dɨb/	/dub/	دُب	N	N	SNG	SNG	ANIM	ANIM			دبب	amh	arb		large, heavy animal with thick fur
A00747	ደጀን	/dɛdʒɛn/	/dadʒan/	دَجَن	N	N							دجن	amh	arb		backup
A00748	አድኃሪ	/ʔɛdɨħar/	/ʔdħar/	أَدْحَر	N	N							دحر	amh	arb		person opposing progress or reform
A00749	ደረበ	/dɛrɛbɛ/	/darːaba/	دَرَّبَ	VP	VP							درب	amh	arb		cover, double up
A00750	ሁለተ፡ደረጃ	/hulɛtɛ፡dɛrɛdʒa/	/daradʒaː ʔuːlaː/	دَرَجَةَ أولَى	N	N							درج	amh	arb		
A00751	መደርጀት	/mɛdɛrɨdʒɛt/	/madradʒ/	مَدْرَج	I							ደረጀህ	درج	amh	arb		develop, strive
A00752	ይደረጃል	/jɨdɛrɛdʒal/	/jadridʒanːa/	يَدْرِجَنَّ	VC	VC						ደረጀህ	درج	amh	arb		develop, strive
